Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
1,Losing Sleep,Chris Young,http://www.spotontrack.com/track/losing-sleep/22806227,https://open.spotify.com/track/5Feu0AyHLrW0mCRAyUnZ6W,5Feu0AyHLrW0mCRAyUnZ6W,https://p.scdn.co/mp3-preview/f874d131b6cdef8db8faecabe43a92c0f1369945?cid=null,  92.00300000,  C#,  Major,  59%,  63%,  65%,  7%,  0%,  4%,  12%
2,Sunday Morning,Parmalee,http://www.spotontrack.com/track/sunday-morning/17725557,https://open.spotify.com/track/0BzIw053LdsgAu8Sb1baIn,0BzIw053LdsgAu8Sb1baIn,https://p.scdn.co/mp3-preview/0b399e79052cbefb4b827e26f4502a96b212c0a1?cid=null,  90.00500000,  C,  Major,  58%,  72%,  53%,  1%,  0%,  3%,  9%
3,Speak to a Girl,Tim McGraw,http://www.spotontrack.com/track/speak-to-a-girl/13465963,https://open.spotify.com/track/6LIWwxXoHqm7AuOByjFyd2,6LIWwxXoHqm7AuOByjFyd2,https://p.scdn.co/mp3-preview/e1c1774045c84ead62cbc034d7257d13160d1959?cid=null,  152.11700000,  C#,  Major,  48%,  53%,  21%,  66%,  0%,  4%,  31%
4,Man Enough Now,Chris Bandi,http://www.spotontrack.com/track/man-enough-now/3013808,https://open.spotify.com/track/7dygIA9peSq4AKBRF5pi8G,7dygIA9peSq4AKBRF5pi8G,https://p.scdn.co/mp3-preview/7a19ff57c92c3ea0b73832499fc33c166d966a75?cid=null,  156.10700000,  D,  Major,  59%,  58%,  52%,  2%,  0%,  3%,  16%
5,Sleep Without You,Brett Young,http://www.spotontrack.com/track/sleep-without-you/462243,https://open.spotify.com/track/1Wjk9qHVbxgOopOEP9SqLW,1Wjk9qHVbxgOopOEP9SqLW,,  88.54100000,  A#,  Major,  63%,  72%,  64%,  1%,  0%,  4%,  8%
6,I Could Use a Love Song,Maren Morris,http://www.spotontrack.com/track/i-could-use-a-love-song/355935,https://open.spotify.com/track/5OwOWdY2hsSAtSERkxUwoc,5OwOWdY2hsSAtSERkxUwoc,,  92.09700000,  F#,  Major,  64%,  63%,  45%,  21%,  0%,  5%,  9%
7,Getting Over You,Jackie Lee,http://www.spotontrack.com/track/getting-over-you/3506733,https://open.spotify.com/track/4oeGQb7zAVNRkpjjoNHK5K,4oeGQb7zAVNRkpjjoNHK5K,https://p.scdn.co/mp3-preview/90f335cbebd12afbca0da0d77d5d2941ed11b84f?cid=null,  170.13900000,  D,  Major,  44%,  78%,  55%,  5%,  0%,  3%,  6%
8,If I Told You,Darius Rucker,http://www.spotontrack.com/track/if-i-told-you/1120520,https://open.spotify.com/track/6PjIjfiTS6OMft5HXuW2PV,6PjIjfiTS6OMft5HXuW2PV,,  83.88600000,  A,  Major,  50%,  62%,  29%,  34%,  0%,  3%,  33%
9,Happy People,Little Big Town,http://www.spotontrack.com/track/happy-people/7512282,https://open.spotify.com/track/1ml3yaOkWIFsvHT2nBCeod,1ml3yaOkWIFsvHT2nBCeod,,  160.02300000,  G#,  Major,  67%,  71%,  96%,  23%,  0%,  6%,  10%
10,All On Me,Devin Dawson,http://www.spotontrack.com/track/all-on-me/9140139,https://open.spotify.com/track/2Nc8Imt04W3ZmcBF8dPQKc,2Nc8Imt04W3ZmcBF8dPQKc,https://p.scdn.co/mp3-preview/78708f1ded20349f04b352a1be3920e13e099875?cid=null,  80.99600000,  F,  Major,  63%,  66%,  69%,  14%,  0%,  3%,  22%
11,Two Black X's,Dylan Schneider,http://www.spotontrack.com/track/two-black-x-s/1839020,https://open.spotify.com/track/6JNHCtgGEIZ0hjlxgT0dwB,6JNHCtgGEIZ0hjlxgT0dwB,https://p.scdn.co/mp3-preview/76281ee7c8c5efd946aa358c3e217a85ab5aedb6?cid=null,  91.00000000,  C#,  Major,  62%,  75%,  59%,  2%,  0%,  3%,  29%
12,You Look Good,Lady Antebellum,http://www.spotontrack.com/track/you-look-good/7199359,https://open.spotify.com/track/40UAL8woeLT1Z8bbOMYvhk,40UAL8woeLT1Z8bbOMYvhk,,  152.01500000,  C,  Major,  66%,  93%,  95%,  3%,  0%,  5%,  11%
13,In Case You Didn't Know,Brett Young,http://www.spotontrack.com/track/in-case-you-didn-t-know/462246,https://open.spotify.com/track/2dWgzqawzDkBL8QfZw92Ub,2dWgzqawzDkBL8QfZw92Ub,,  147.97600000,  A#,  Major,  60%,  54%,  38%,  40%,  0%,  3%,  11%
14,They Don't Know,Jason Aldean,http://www.spotontrack.com/track/they-don-t-know/2960949,https://open.spotify.com/track/5zwKfokZAwe4kz68lEHtUf,5zwKfokZAwe4kz68lEHtUf,https://p.scdn.co/mp3-preview/da71c28feaa15303a454afef9f73dd97d9dd76a8?cid=null,  171.94500000,  A#,  Minor,  43%,  92%,  43%,  2%,  0%,  7%,  12%
15,Smooth,Florida Georgia Line,http://www.spotontrack.com/track/smooth/2111492,https://open.spotify.com/track/31x4wWBghN7f5PiEZUmcAW,31x4wWBghN7f5PiEZUmcAW,,  161.04900000,  F#,  Major,  47%,  85%,  32%,  21%,  0%,  5%,  66%
16,Hometown Girl,Josh Turner,http://www.spotontrack.com/track/hometown-girl/963937,https://open.spotify.com/track/5Ao3vArhHOJBFvr7DjxBki,5Ao3vArhHOJBFvr7DjxBki,,  156.00400000,  D#,  Minor,  51%,  81%,  49%,  27%,  6%,  3%,  12%
17,Hurricane,Luke Combs,http://www.spotontrack.com/track/hurricane/1615028,https://open.spotify.com/track/3UZ9aPaYlBBlAvpdh3kK0U,3UZ9aPaYlBBlAvpdh3kK0U,,  151.92800000,  A#,  Major,  44%,  80%,  44%,  2%,  0%,  4%,  18%
18,The Weekend,Brantley Gilbert,http://www.spotontrack.com/track/the-weekend/7414121,https://open.spotify.com/track/48tAdjG4ng2JfECa7OQujk,48tAdjG4ng2JfECa7OQujk,,  82.02200000,  F#,  Minor,  53%,  81%,  70%,  5%,  0%,  4%,  7%
19,Five More Minutes,Scotty McCreery,http://www.spotontrack.com/track/five-more-minutes/22015997,https://open.spotify.com/track/1XuXUiGxXr1MeWB9h50hHc,1XuXUiGxXr1MeWB9h50hHc,https://p.scdn.co/mp3-preview/eb12719a4213ed6606a9454efebc6c8e4a7de13d?cid=null,  156.07000000,  G,  Major,  52%,  65%,  31%,  33%,  0%,  3%,  11%
20,What Ifs,Kane Brown,http://www.spotontrack.com/track/what-ifs/6483420,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,7zVCrzzEJU7u24sbJPXA5W,https://p.scdn.co/mp3-preview/9a1bc6de88d686138b641e6022a4b30c6e75de74?cid=null,  125.97600000,  A#,  Major,  61%,  80%,  68%,  1%,  0%,  3%,  17%
21,May We All,Florida Georgia Line,http://www.spotontrack.com/track/may-we-all/2111497,https://open.spotify.com/track/498ZVInMGDkmmNVpSWqHiZ,498ZVInMGDkmmNVpSWqHiZ,,  75.01900000,  G,  Major,  49%,  92%,  64%,  4%,  0%,  4%,  35%
22,Reasons,Jillian Jacqueline,http://www.spotontrack.com/track/reasons/19049132,https://open.spotify.com/track/4rZW74fAIgH7mIoknNIG9S,4rZW74fAIgH7mIoknNIG9S,,  176.12700000,  C#,  Minor,  53%,  66%,  31%,  10%,  0%,  5%,  12%
23,Body Like A Back Road,Sam Hunt,http://www.spotontrack.com/track/body-like-a-back-road/7482472,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,7mldq42yDuxiUNn08nvzHO,,  98.96300000,  F,  Major,  73%,  47%,  62%,  46%,  0%,  3%,  10%
24,For Her,Chris Lane,http://www.spotontrack.com/track/for-her/1779700,https://open.spotify.com/track/6VB64hpnpRNqukYsIX76uo,6VB64hpnpRNqukYsIX76uo,,  150.00400000,  F#,  Major,  51%,  90%,  54%,  10%,  0%,  4%,  17%
25,Just a Phase,Adam Craig,http://www.spotontrack.com/track/just-a-phase/462276,https://open.spotify.com/track/2rkOU2yKq2O1atwzdvZOcA,2rkOU2yKq2O1atwzdvZOcA,https://p.scdn.co/mp3-preview/4159d39d5f67fe1d7902d34fc486b60b5f2972a4?cid=null,  136.09300000,  E,  Major,  71%,  50%,  52%,  64%,  0%,  3%,  9%
26,Blue Tacoma,Russell Dickerson,http://www.spotontrack.com/track/blue-tacoma/5281567,https://open.spotify.com/track/6Axy0fL3FBtwx2rwl4soq9,6Axy0fL3FBtwx2rwl4soq9,https://p.scdn.co/mp3-preview/4fd8dd4532f5c256745783bba52750e59af1238f?cid=null,  160.12500000,  A,  Major,  46%,  89%,  71%,  2%,  0%,  4%,  22%
27,How Not To,Dan + Shay,http://www.spotontrack.com/track/how-not-to/289899,https://open.spotify.com/track/4n0xztUAbHPUV8G3NQvF30,4n0xztUAbHPUV8G3NQvF30,https://p.scdn.co/mp3-preview/55e16b95b04cff73c915b8130f8e36718eb9725b?cid=null,  159.86300000,  B,  Minor,  50%,  84%,  63%,  21%,  0%,  5%,  15%
