Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
34,m.A.A.d city,Kendrick Lamar,http://www.spotontrack.com/track/m-a-a-d-city/3250,https://open.spotify.com/track/439TlnnznSiBbQbgXiBqAd,439TlnnznSiBbQbgXiBqAd,,  90.99900000,  D,  Major,  48%,  72%,  22%,  6%,  0%,  27%,  46%
35,London Dreams,S.O.,http://www.spotontrack.com/track/london-dreams/1802238,https://open.spotify.com/track/3a72vHTNvNjDnRkoINQzxK,3a72vHTNvNjDnRkoINQzxK,https://p.scdn.co/mp3-preview/353e7572e1a0379a19d203672c89b239cd3ea503?cid=null,  94.27900000,  G,  Minor,  62%,  54%,  72%,  35%,  0%,  32%,  37%
36,Cuál Es Tu Snapchat,Breakfast n Vegas,http://www.spotontrack.com/track/cual-es-tu-snapchat-feat-marvelus-fame/18400280,https://open.spotify.com/track/0JQfEdso0WTuct59MXrxjr,0JQfEdso0WTuct59MXrxjr,https://p.scdn.co/mp3-preview/7649bef7e7704d0b96c10dcab935dd6bb8312577?cid=null,  124.99700000,  D,  Major,  81%,  73%,  48%,  19%,  0%,  10%,  54%
37,Hate Me Now,Nas,http://www.spotontrack.com/track/hate-me-now/447813,https://open.spotify.com/track/158DIbrVt4YbqNnWyRCS3P,158DIbrVt4YbqNnWyRCS3P,https://p.scdn.co/mp3-preview/c8447a16cd136d28ac5866c582634b521c6074c0?cid=null,  90.00000000,  A,  Minor,  68%,  77%,  40%,  1%,  0%,  22%,  11%
38,Enter Sandman,Metallica,http://www.spotontrack.com/track/enter-sandman/371725,https://open.spotify.com/track/1hKdDCpiI9mqz1jVHRKG0E,1hKdDCpiI9mqz1jVHRKG0E,https://p.scdn.co/mp3-preview/1ee9f1b0c3e3b327dd49ebc6dd64266b01adb96a?cid=null,  123.33100000,  F#,  Minor,  58%,  82%,  64%,  0%,  1%,  3%,  6%
39,Thunderstruck,AC/DC,http://www.spotontrack.com/track/thunderstruck/35605,https://open.spotify.com/track/57bgtoPSgt236HzfBOd8kj,57bgtoPSgt236HzfBOd8kj,https://p.scdn.co/mp3-preview/3885f542871846183fefbd009577c95f5f46b0af?cid=null,  133.51900000,  E,  Major,  50%,  89%,  24%,  0%,  1%,  4%,  22%
40,Thuggish Ruggish Bone,Bone Thugs-N-Harmony,http://www.spotontrack.com/track/thuggish-ruggish-bone/5782095,https://open.spotify.com/track/7qHAjAL7CpadaZLamuBZRm,7qHAjAL7CpadaZLamuBZRm,https://p.scdn.co/mp3-preview/877db94357998527862c6c65976d47babacc5d85?cid=null,  129.51500000,  B,  Minor,  68%,  74%,  67%,  0%,  0%,  5%,  24%
41,"Crunk Muzik (feat. Jim Jones, Cam'ron & Juelz Santana)",The Diplomats,http://www.spotontrack.com/track/crunk-muzik-feat-jim-jones-cam-ron-juelz-santana/6597477,https://open.spotify.com/track/28tq6OPlrYfwIb6jaThaV5,28tq6OPlrYfwIb6jaThaV5,https://p.scdn.co/mp3-preview/7bece683c1c788c2a5b508732ab11af7dc6c48e8?cid=null,  78.34200000,  C,  Major,  55%,  86%,  70%,  11%,  0%,  41%,  31%
42,Dipset Anthem,The Diplomats,http://www.spotontrack.com/track/dipset-anthem/2311892,https://open.spotify.com/track/3rvM0obwHthpskrZKQxYLa,3rvM0obwHthpskrZKQxYLa,,  83.50800000,  C,  Major,  60%,  69%,  44%,  10%,  0%,  24%,  24%
43,Litty (feat. Tory Lanez),Meek Mill,http://www.spotontrack.com/track/litty-feat-tory-lanez/3702966,https://open.spotify.com/track/5J5PXmMdQ2nh1lZOal8KmK,5J5PXmMdQ2nh1lZOal8KmK,https://p.scdn.co/mp3-preview/de09047b7beeb7e686a63d9a8c073c16d3475c3b?cid=null,  129.50100000,  A#,  Minor,  59%,  70%,  30%,  5%,  0%,  9%,  33%
44,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,http://www.spotontrack.com/track/horses-with-pnb-rock-kodak-black-a-boogie-wit-da-hoodie/14857784,https://open.spotify.com/track/5de7ci7TFqbQ1PFgKAD7MR,5de7ci7TFqbQ1PFgKAD7MR,https://p.scdn.co/mp3-preview/178320d9f29524f15b141e1dc46fb64fa260147e?cid=null,  149.90600000,  F#,  Major,  70%,  66%,  49%,  5%,  0%,  5%,  34%
45,We Gonna Make It,Jadakiss,http://www.spotontrack.com/track/we-gonna-make-it/964637,https://open.spotify.com/track/3FYSNSTUCqAZGfwEd8ui4l,3FYSNSTUCqAZGfwEd8ui4l,,  86.84900000,  C,  Major,  54%,  96%,  71%,  16%,  0%,  37%,  15%
46,Blow the Whistle,Too $hort,http://www.spotontrack.com/track/blow-the-whistle/799029,https://open.spotify.com/track/2lMg3lCMOGistaWBNGjuT3,2lMg3lCMOGistaWBNGjuT3,https://p.scdn.co/mp3-preview/434fcd69b0ed61734145f2cceda0da90331bf2ea?cid=null,  99.91800000,  C#,  Major,  91%,  63%,  59%,  0%,  0%,  20%,  15%
47,Let's Get F*cked Up,MAKJ,http://www.spotontrack.com/track/let-s-get-f-cked-up/1249712,https://open.spotify.com/track/6nlCPdygwRryI79rUbWx4m,6nlCPdygwRryI79rUbWx4m,https://p.scdn.co/mp3-preview/79864cb71b3677edac15f5847aa96c1720e68d3f?cid=null,  128.00100000,  C,  Major,  74%,  93%,  7%,  0%,  5%,  8%,  12%
48,Colombia Heights (Te Llamo) [feat. J Balvin],Wale,http://www.spotontrack.com/track/colombia-heights-te-llamo-feat-j-balvin/20523857,https://open.spotify.com/track/6HL9fQAZ5jwajChlEIqVzf,6HL9fQAZ5jwajChlEIqVzf,https://p.scdn.co/mp3-preview/7af8bb2a75d0c002bc3e7e8c6f95eadff2277a83?cid=null,  135.97000000,  C#,  Minor,  94%,  62%,  70%,  12%,  0%,  16%,  8%
49,Y'all Don't Wanna,Capone-N-Noreaga,http://www.spotontrack.com/track/y-all-don-t-wanna/138496,https://open.spotify.com/track/0fmZP7nk8dJe8FTd2ekIyp,0fmZP7nk8dJe8FTd2ekIyp,https://p.scdn.co/mp3-preview/c9e4507f6999204bdf744624fcbeac99cc243504?cid=null,  92.72400000,  A#,  Minor,  80%,  79%,  76%,  12%,  0%,  33%,  19%
50,Flashlight - Original Mix,R3hab,http://www.spotontrack.com/track/flashlight-original-mix/228110,https://open.spotify.com/track/0WeF2Avp91o78EiEfxHPrw,0WeF2Avp91o78EiEfxHPrw,https://p.scdn.co/mp3-preview/6ec28806fed1162b5cc78371a2a313c56b330049?cid=null,  128.01100000,  A#,  Major,  71%,  95%,  26%,  1%,  60%,  5%,  27%
51,Live The Night,W&W,http://www.spotontrack.com/track/live-the-night/1266983,https://open.spotify.com/track/4GwXdVLueKZ8YhYjZmWtYh,4GwXdVLueKZ8YhYjZmWtYh,https://p.scdn.co/mp3-preview/6c59086736dde838b728594717f7b2f80c2acb6b?cid=null,  127.98400000,  A#,  Major,  81%,  97%,  19%,  1%,  0%,  23%,  37%
52,Jerome Bettis,Mesa,http://www.spotontrack.com/track/jerome-bettis/2236385,https://open.spotify.com/track/4NljkDrDRUkFPsII1U5XUX,4NljkDrDRUkFPsII1U5XUX,https://p.scdn.co/mp3-preview/890607294cbb27475e4c081e436f07dcb0b97ce9?cid=null,  70.22700000,  D,  Major,  41%,  83%,  29%,  15%,  0%,  40%,  7%
53,Regulate,Warren G,http://www.spotontrack.com/track/regulate/42440,https://open.spotify.com/track/7nYvUtkQMx1v80S2FH2s9J,7nYvUtkQMx1v80S2FH2s9J,,  95.26500000,  B,  Minor,  85%,  51%,  75%,  29%,  0%,  22%,  11%
54,Aye,Fetty Wap,http://www.spotontrack.com/track/aye/22807207,https://open.spotify.com/track/3LcPbIW3PHKk8ZvpX2Kai4,3LcPbIW3PHKk8ZvpX2Kai4,https://p.scdn.co/mp3-preview/26f93e5824ed1c20c37a2cd48a409418eddb7c1c?cid=null,  130.01200000,  C,  Minor,  79%,  45%,  55%,  46%,  0%,  19%,  10%
55,God Speed,GAWVI,http://www.spotontrack.com/track/god-speed/14940109,https://open.spotify.com/track/1vpIpYiTmfPHK69ME8wJ0k,1vpIpYiTmfPHK69ME8wJ0k,https://p.scdn.co/mp3-preview/a9297e6947da9950d78f288fee6eb03cba88d99b?cid=null,  150.04400000,  D,  Major,  78%,  71%,  51%,  0%,  0%,  22%,  15%
56,Jump Around,House Of Pain,http://www.spotontrack.com/track/jump-around/25939,https://open.spotify.com/track/2oTDOIAdsxPTE7yAp4YOcv,2oTDOIAdsxPTE7yAp4YOcv,https://p.scdn.co/mp3-preview/8c0563c907c9415db2c1f73220340325d27dd84d?cid=null,  106.89400000,  E,  Minor,  85%,  71%,  83%,  1%,  0%,  8%,  17%
57,Renegades,X Ambassadors,http://www.spotontrack.com/track/renegades/646,https://open.spotify.com/track/0fYVliAYKHuPmECRs1pbRf,0fYVliAYKHuPmECRs1pbRf,,  180.26100000,  B,  Minor,  40%,  87%,  57%,  1%,  7%,  20%,  27%
58,Can't Get Enough (Carbin Remix),Lookas,http://www.spotontrack.com/track/can-t-get-enough-carbin-remix/22006994,https://open.spotify.com/track/4iBeUolnmGncnsdtQgwTvq,4iBeUolnmGncnsdtQgwTvq,https://p.scdn.co/mp3-preview/240bef3b7529373587150213fad7cf26f8b2daad?cid=null,  150.14000000,  C#,  Major,  55%,  97%,  13%,  1%,  25%,  5%,  17%
59,Blessed Up,Meek Mill,http://www.spotontrack.com/track/blessed-up/3702965,https://open.spotify.com/track/7lidCG4c4lX6hIRXt0MKVA,7lidCG4c4lX6hIRXt0MKVA,https://p.scdn.co/mp3-preview/7c5435bd77b669524df3ba3f0b532a48955256fb?cid=null,  92.27500000,  F#,  Major,  65%,  59%,  43%,  6%,  0%,  25%,  38%
60,Where Ya At,Future,http://www.spotontrack.com/track/where-ya-at/1377,https://open.spotify.com/track/5nN8BwAQDJDguq7Dpd3JQQ,5nN8BwAQDJDguq7Dpd3JQQ,https://p.scdn.co/mp3-preview/c1e55fccdd81935c9aecdcf1c7677ed8e87f06aa?cid=null,  161.99700000,  C#,  Major,  81%,  45%,  19%,  9%,  0%,  34%,  14%
