Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
1,HUMBLE.,Kendrick Lamar,http://www.spotontrack.com/track/humble/14938591,https://open.spotify.com/track/31c9IHwCIONmUYW0jL7Riz,31c9IHwCIONmUYW0jL7Riz,,  149.99200000,  C#,  Minor,  91%,  59%,  42%,  0%,  0%,  11%,  9%
2,Ni**as In Paris,JAY Z,http://www.spotontrack.com/track/ni-as-in-paris/87269,https://open.spotify.com/track/2Zb7wnGUnNPCas2E0wWSQ5,2Zb7wnGUnNPCas2E0wWSQ5,,  140.02400000,  C#,  Major,  79%,  87%,  79%,  14%,  0%,  30%,  22%
3,Freaks,Timmy Trumpet,http://www.spotontrack.com/track/freaks/1717335,https://open.spotify.com/track/4f3NHOxgC8Bg21IJBg4cZ3,4f3NHOxgC8Bg21IJBg4cZ3,,  128.11600000,  E,  Major,  88%,  96%,  74%,  1%,  26%,  15%,  21%
4,Speakerbox (feat. Ohana Bam & Lafa Taylor) - F8 Remix,Various Artists,http://www.spotontrack.com/track/speakerbox-feat-ohana-bam-lafa-taylor-f8-remix/17621729,https://open.spotify.com/track/2S2GQxhLpQO9hnCUsW2Pv7,2S2GQxhLpQO9hnCUsW2Pv7,https://p.scdn.co/mp3-preview/daf89cc44296db72e0094494db1d5b2c9bbc7cae?cid=null,  87.96900000,  G#,  Minor,  58%,  88%,  51%,  2%,  0%,  13%,  33%
5,Back To Back,Drake,http://www.spotontrack.com/track/back-to-back/1164,https://open.spotify.com/track/5lFDtgWsjRJu8fPOAyJIAK,5lFDtgWsjRJu8fPOAyJIAK,,  174.00800000,  G#,  Minor,  64%,  47%,  37%,  1%,  0%,  51%,  12%
6,'Till I Collapse,Eminem,http://www.spotontrack.com/track/till-i-collapse/502406,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS,4xkOaSrkexMciUUogZKVTS,,  171.29700000,  C#,  Major,  57%,  85%,  10%,  8%,  0%,  22%,  8%
7,Numb/Encore,JAY Z,http://www.spotontrack.com/track/numb-encore/70940,https://open.spotify.com/track/7dyluIqv7QYVTXXZiMWPHW,7dyluIqv7QYVTXXZiMWPHW,https://p.scdn.co/mp3-preview/d15a736b153cbfcb6e9067ed24c452e05c5cf231?cid=null,  107.00500000,  D,  Major,  69%,  80%,  79%,  6%,  0%,  16%,  55%
8,DJ Turn It Up,Yellow Claw,http://www.spotontrack.com/track/dj-turn-it-up/441649,https://open.spotify.com/track/1ivuWgxFQb2xzxVNSlB1hF,1ivuWgxFQb2xzxVNSlB1hF,https://p.scdn.co/mp3-preview/6122811334f20e3ec60ecb213a03aafb482127f6?cid=null,  102.01800000,  C#,  Major,  83%,  70%,  36%,  0%,  18%,  5%,  11%
9,Numb,Linkin Park,http://www.spotontrack.com/track/numb/10954,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h,2nLtzopw4rPReszdYBJU6h,https://p.scdn.co/mp3-preview/e6ccf7717f8a167bfea4afc1bf7da1a0cd707fbb?cid=null,  110.01800000,  A,  Major,  50%,  86%,  24%,  0%,  0%,  4%,  64%
10,Oracle,Timmy Trumpet,http://www.spotontrack.com/track/oracle/6785602,https://open.spotify.com/track/2IavT15tYiFl0WCHMJ8HUM,2IavT15tYiFl0WCHMJ8HUM,https://p.scdn.co/mp3-preview/26dffcf1debd09f91b3bd54b57008c47062e3cca?cid=null,  140.07900000,  F#,  Major,  69%,  77%,  16%,  4%,  17%,  5%,  11%
11,Unforgettable,French Montana,http://www.spotontrack.com/track/unforgettable/16112738,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW,1F2HXIJrE2Xn81OzT2zZvW,https://p.scdn.co/mp3-preview/3814de3ede7445566a5b176bb23120af44da62d8?cid=null,  97.98500000,  F#,  Major,  73%,  77%,  75%,  3%,  1%,  12%,  10%
12,Higher,Red Rat,http://www.spotontrack.com/track/higher/2188261,https://open.spotify.com/track/11KDS4ZfPY3gnJIhHM8Z3m,11KDS4ZfPY3gnJIhHM8Z3m,https://p.scdn.co/mp3-preview/20d67b7b88bb2937bde97ae49e6a30083cc9b089?cid=null,  105.03400000,  F,  Major,  79%,  94%,  55%,  5%,  0%,  10%,  8%
13,Purple Lamborghini (with Rick Ross),Skrillex,http://www.spotontrack.com/track/purple-lamborghini-with-rick-ross/1635887,https://open.spotify.com/track/6JyuJFedEvPmdWQW0PkbGJ,6JyuJFedEvPmdWQW0PkbGJ,https://p.scdn.co/mp3-preview/2e18e92cdcff02cdd4bdbc7bcd23fcb56a31e414?cid=null,  147.26800000,  A#,  Minor,  46%,  90%,  30%,  0%,  0%,  13%,  83%
14,You Can't Stop Me,Andy Mineo,http://www.spotontrack.com/track/you-can-t-stop-me/1765967,https://open.spotify.com/track/6q8Pt6fy2yFVoOxyRdo1Ck,6q8Pt6fy2yFVoOxyRdo1Ck,,  146.01100000,  D#,  Minor,  78%,  80%,  47%,  4%,  0%,  17%,  24%
15,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,http://www.spotontrack.com/track/gang-up-with-young-thug-2-chainz-wiz-khalifa-feat-pnb-rock/13354848,https://open.spotify.com/track/5PfTI3zrQbZEWcQdycMqJM,5PfTI3zrQbZEWcQdycMqJM,https://p.scdn.co/mp3-preview/4e83b0f87ce913bf927cf5ed88c0acae2bc31114?cid=null,  151.77900000,  C#,  Major,  63%,  73%,  58%,  3%,  0%,  20%,  26%
16,POWER,Kanye West,http://www.spotontrack.com/track/power/6897,https://open.spotify.com/track/2gZUPNdnz5Y45eiGxpHGSc,2gZUPNdnz5Y45eiGxpHGSc,,  154.04200000,  C,  Minor,  54%,  91%,  58%,  2%,  0%,  13%,  69%
17,Panda,Desiigner,http://www.spotontrack.com/track/panda/1119915,https://open.spotify.com/track/5YEOzOojehCqxGQCcQiyR4,5YEOzOojehCqxGQCcQiyR4,,  145.20000000,  A#,  Minor,  58%,  78%,  25%,  2%,  0%,  46%,  37%
18,Fireball,Gent,http://www.spotontrack.com/track/fireball/436018,https://open.spotify.com/track/5F5RLFd53KaFaqFOlhBoZN,5F5RLFd53KaFaqFOlhBoZN,,  99.98900000,  D,  Major,  56%,  92%,  9%,  0%,  20%,  4%,  17%
19,You Don't Know,Eminem,http://www.spotontrack.com/track/you-don-t-know/2304321,https://open.spotify.com/track/4UhUXGXEeq3mPJyzZkx9fY,4UhUXGXEeq3mPJyzZkx9fY,,  85.48700000,  A#,  Minor,  77%,  87%,  70%,  1%,  0%,  15%,  10%
20,6 Foot 7 Foot,Lil Wayne,http://www.spotontrack.com/track/6-foot-7-foot/234464,https://open.spotify.com/track/0s019O8KwLXkPSSV609qEE,0s019O8KwLXkPSSV609qEE,,  78.30900000,  D,  Major,  37%,  74%,  58%,  0%,  0%,  31%,  32%
21,Like Whaaat (feat. Bad Lucc),Problem,http://www.spotontrack.com/track/like-whaaat-feat-bad-lucc/444492,https://open.spotify.com/track/3hWCKuKJjzKHQOHGcvexWa,3hWCKuKJjzKHQOHGcvexWa,https://p.scdn.co/mp3-preview/314090c9964113a3bede9f5bee0a2dee3c93463c?cid=null,  93.02400000,  C#,  Major,  77%,  54%,  24%,  31%,  0%,  9%,  12%
22,Lose Yourself - Soundtrack Version,Eminem,http://www.spotontrack.com/track/lose-yourself-soundtrack-version/443286,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,5Z01UMMf7V1o0MzF86s6WJ,,  171.43100000,  D,  Major,  70%,  73%,  7%,  1%,  0%,  27%,  36%
23,Fuego,Alok,http://www.spotontrack.com/track/fuego/10215977,https://open.spotify.com/track/7ac8sivblLQjsQipO5FZ63,7ac8sivblLQjsQipO5FZ63,https://p.scdn.co/mp3-preview/e84a5688dc111d8189a086931cde8226f4aca48d?cid=null,  122.01200000,  A,  Major,  72%,  64%,  32%,  14%,  81%,  4%,  11%
24,Ambitionz Az A Ridah,2Pac,http://www.spotontrack.com/track/ambitionz-az-a-ridah/42370,https://open.spotify.com/track/3ssX20QT5c3nA9wk78V1LQ,3ssX20QT5c3nA9wk78V1LQ,https://p.scdn.co/mp3-preview/c0f9f60cdee810683adc9f3b65ca08724a381351?cid=null,  87.27600000,  D,  Major,  80%,  91%,  80%,  0%,  0%,  23%,  7%
25,All The Way Up (Remix),Fat Joe,http://www.spotontrack.com/track/all-the-way-up-remix/279246,https://open.spotify.com/track/2AYTGaclgKXACh13nJRVcV,2AYTGaclgKXACh13nJRVcV,https://p.scdn.co/mp3-preview/f07e16151911f35b9eb03a64c0cec0f1ee1a1263?cid=null,  117.48900000,  A#,  Minor,  56%,  72%,  42%,  10%,  0%,  40%,  49%
26,Mosh Pit,Flosstradamus,http://www.spotontrack.com/track/mosh-pit/441689,https://open.spotify.com/track/4T7aCLHutfA22BKNgmWdaJ,4T7aCLHutfA22BKNgmWdaJ,https://p.scdn.co/mp3-preview/c3258f7c15a3ee45132d4c4f14d0f4060b2b1b42?cid=null,  140.03800000,  D,  Major,  65%,  89%,  29%,  1%,  0%,  5%,  36%
27,Everybody,Logic,http://www.spotontrack.com/track/everybody/22004900,https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM,7cGFbx7MP0H23iHZTZpqMM,,  110.00300000,  C#,  Major,  89%,  93%,  79%,  16%,  0%,  9%,  7%
28,Put On,Jeezy,http://www.spotontrack.com/track/put-on/447750,https://open.spotify.com/track/5dANgSy7v091dhiPnEXNrf,5dANgSy7v091dhiPnEXNrf,,  137.61800000,  A,  Minor,  65%,  79%,  29%,  0%,  0%,  4%,  9%
29,Five Hours,Deorro,http://www.spotontrack.com/track/five-hours/199332,https://open.spotify.com/track/6r7FXNO57mlZCBY6PXcZZT,6r7FXNO57mlZCBY6PXcZZT,https://p.scdn.co/mp3-preview/6686d120e3576ae50f44e1dc8a06e06bc9013cf9?cid=null,  127.90700000,  F,  Minor,  88%,  82%,  58%,  2%,  66%,  12%,  23%
30,Work REMIX,A$AP Ferg,http://www.spotontrack.com/track/work-remix/76820,https://open.spotify.com/track/7xVLFuuYdAvcTfcP3IG3dS,7xVLFuuYdAvcTfcP3IG3dS,https://p.scdn.co/mp3-preview/0255172e91edc745416b611a7d77966c6fc9c6eb?cid=null,  130.00900000,  C#,  Major,  84%,  73%,  29%,  2%,  0%,  14%,  17%
31,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Kid Cudi,http://www.spotontrack.com/track/pursuit-of-happiness-extended-steve-aoki-remix-explicit/572186,https://open.spotify.com/track/5PX4uS1LqlWEPL69phPVQQ,5PX4uS1LqlWEPL69phPVQQ,,  128.00400000,  C,  Major,  73%,  69%,  62%,  1%,  0%,  5%,  5%
32,Rap God,Eminem,http://www.spotontrack.com/track/rap-god/140012,https://open.spotify.com/track/6or1bKJiZ06IlK0vFvY75k,6or1bKJiZ06IlK0vFvY75k,,  148.16400000,  G,  Major,  71%,  84%,  64%,  40%,  0%,  31%,  79%
33,Wake Up,Kayzo,http://www.spotontrack.com/track/wake-up/7525639,https://open.spotify.com/track/1DegLHuaZdLmOvhUgsNV9I,1DegLHuaZdLmOvhUgsNV9I,https://p.scdn.co/mp3-preview/75bf80ce0772c8d9e97c24ca7ceb776932d75164?cid=null,  160.01400000,  G,  Major,  62%,  94%,  38%,  0%,  1%,  7%,  13%
