Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
1,My Arms Were Always Around You,Peter Bradley Adams,http://www.spotontrack.com/track/my-arms-were-always-around-you/14938741,https://open.spotify.com/track/02a2RQEICEzbdPPYh0aLnJ,02a2RQEICEzbdPPYh0aLnJ,https://p.scdn.co/mp3-preview/708b5cb22f13788307f8e72d869285d44290cf03?cid=null,  91.48500000,  C#,  Major,  64%,  44%,  43%,  72%,  46%,  3%,  11%
2,Sense of Home,Harrison Storm,http://www.spotontrack.com/track/sense-of-home/6764200,https://open.spotify.com/track/68wibJU4yMiqNX79IaLAsN,68wibJU4yMiqNX79IaLAsN,https://p.scdn.co/mp3-preview/320c3f46d833ac50f1c51e15178c2708ce32ffde?cid=null,  140.06800000,  D#,  Major,  57%,  21%,  9%,  89%,  0%,  3%,  10%
3,All Is Well,Austin Basham,http://www.spotontrack.com/track/all-is-well/89241,https://open.spotify.com/track/77vpyfnzo1ROWQERRRe21h,77vpyfnzo1ROWQERRRe21h,,  99.93800000,  B,  Major,  34%,  42%,  24%,  86%,  0%,  3%,  14%
4,The Only Boy Awake,Meadows,http://www.spotontrack.com/track/the-only-boy-awake/3508741,https://open.spotify.com/track/4tRt91OQSbE9eFA3RwgqSd,4tRt91OQSbE9eFA3RwgqSd,https://p.scdn.co/mp3-preview/6a0c9cb9b132c99b9dbee9a0c14a589c5506f4bf?cid=null,  122.08600000,  F,  Major,  52%,  48%,  42%,  61%,  3%,  3%,  11%
5,Find a Way,Quiet Arrows,http://www.spotontrack.com/track/find-a-way/5868822,https://open.spotify.com/track/63N91kY6kRA9AEkRat9li0,63N91kY6kRA9AEkRat9li0,https://p.scdn.co/mp3-preview/12ea7e381ab1eead6acb210f029820a06d3a4b2e?cid=null,  119.91000000,  G#,  Major,  70%,  10%,  28%,  94%,  2%,  4%,  10%
6,Back to Autumn,Tall Heights,http://www.spotontrack.com/track/back-to-autumn/1676021,https://open.spotify.com/track/3TdZbELsPLWYZAArGSfwyQ,3TdZbELsPLWYZAArGSfwyQ,https://p.scdn.co/mp3-preview/725c8df545a45248249d45b07d5be0d6078dbe82?cid=null,  110.91800000,  G#,  Major,  48%,  59%,  33%,  46%,  0%,  3%,  7%
7,Aeroplane,Holly Throsby,http://www.spotontrack.com/track/aeroplane/8599501,https://open.spotify.com/track/4Opwligc8799m8u2zm89Uo,4Opwligc8799m8u2zm89Uo,,  96.07800000,  D,  Major,  41%,  27%,  31%,  79%,  44%,  3%,  11%
8,Follow My Voice,Julie Byrne,http://www.spotontrack.com/track/follow-my-voice/7423687,https://open.spotify.com/track/7pT3faDXSC5tNAlIKmtrYf,7pT3faDXSC5tNAlIKmtrYf,https://p.scdn.co/mp3-preview/0c1a394229c5ed9a692531645a3395c89fd5dd1e?cid=null,  111.26300000,  D,  Major,  41%,  8%,  17%,  96%,  0%,  4%,  13%
9,Love Brought Weight,Old Sea Brigade,http://www.spotontrack.com/track/love-brought-weight/2862236,https://open.spotify.com/track/1H56ffyFrFcvMEWUg3WFbM,1H56ffyFrFcvMEWUg3WFbM,https://p.scdn.co/mp3-preview/1b49e98240f016feb415f04ed272d3435df10039?cid=null,  116.65900000,  G,  Major,  37%,  33%,  6%,  70%,  36%,  3%,  8%
10,Vedauwoo,Lowland Hum,http://www.spotontrack.com/track/vedauwoo/8643364,https://open.spotify.com/track/7f34NzgqC100aAxrtwurEi,7f34NzgqC100aAxrtwurEi,https://p.scdn.co/mp3-preview/c7472b1640891a3ecd14f01ded6b05fed7d70023?cid=null,  137.70900000,  D#,  Major,  64%,  21%,  12%,  89%,  0%,  3%,  21%
