Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
11,Fortune - Acoustic,William Fitzsimmons,http://www.spotontrack.com/track/fortune-acoustic/89437,https://open.spotify.com/track/5UcsxVPmXd974EkMtowmNV,5UcsxVPmXd974EkMtowmNV,https://p.scdn.co/mp3-preview/3c83177f12c36581cae594882f2e46fb260493a7?cid=null,  78.45500000,  C#,  Major,  50%,  5%,  50%,  92%,  4%,  4%,  11%
12,Alaska - Acoustic,Maggie Rogers,http://www.spotontrack.com/track/alaska-acoustic/23338215,https://open.spotify.com/track/3rST7c7KrUNLAmWGb8ZKUI,3rST7c7KrUNLAmWGb8ZKUI,,  126.06700000,  A,  Minor,  50%,  12%,  28%,  91%,  0%,  3%,  10%
13,Lights Off,Charlie Cunningham,http://www.spotontrack.com/track/lights-off/7401094,https://open.spotify.com/track/5WbbSGSA8qb601YH4SqLA6,5WbbSGSA8qb601YH4SqLA6,https://p.scdn.co/mp3-preview/9ce9448a18500ed4350e08c62e8289e43a2f6612?cid=null,  150.07500000,  G,  Major,  61%,  33%,  42%,  86%,  0%,  5%,  18%
14,Bees,The Ballroom Thieves,http://www.spotontrack.com/track/bees/3506944,https://open.spotify.com/track/21vNMGKtXBA2a8PaVdIgrM,21vNMGKtXBA2a8PaVdIgrM,https://p.scdn.co/mp3-preview/332a074479310bbee6433781a0ddb510e9d5c750?cid=null,  100.20800000,  C,  Major,  48%,  13%,  43%,  76%,  0%,  3%,  13%
15,Moving in Slow Motion,The Sweet Remains,http://www.spotontrack.com/track/moving-in-slow-motion/179816,https://open.spotify.com/track/1JzJFYOlNFISoz28z5t20x,1JzJFYOlNFISoz28z5t20x,https://p.scdn.co/mp3-preview/26e8af3403d3661e8898b4d9a937792d4fc02833?cid=null,  92.00100000,  G,  Major,  53%,  35%,  25%,  60%,  0%,  3%,  10%
16,Colder Heavens,Blanco White,http://www.spotontrack.com/track/colder-heavens/14939611,https://open.spotify.com/track/6L2KynUEZFPvNZZHD3AjtL,6L2KynUEZFPvNZZHD3AjtL,https://p.scdn.co/mp3-preview/b35282edd7227580d007879624998c50e7f4b8a1?cid=null,  91.89900000,  F,  Minor,  38%,  55%,  28%,  77%,  0%,  4%,  9%
17,The Night We Met,Lord Huron,http://www.spotontrack.com/track/the-night-we-met/234554,https://open.spotify.com/track/0QZ5yyl6B6utIWkxeBDxQN,0QZ5yyl6B6utIWkxeBDxQN,https://p.scdn.co/mp3-preview/eb1aee7ce7d3dd50ae65c964054f5eafd9dd4006?cid=null,  174.11800000,  D,  Major,  44%,  38%,  11%,  97%,  26%,  4%,  64%
18,River,Leon Bridges,http://www.spotontrack.com/track/river/7017,https://open.spotify.com/track/0NeJjNlprGfZpeX2LQuN6c,0NeJjNlprGfZpeX2LQuN6c,https://p.scdn.co/mp3-preview/3a8497767824cf218a9b5247c3c17b526cede1a8?cid=null,  128.12800000,  G#,  Major,  66%,  18%,  20%,  69%,  0%,  4%,  17%
19,Waiting Around,Aisha Badru,http://www.spotontrack.com/track/waiting-around/7500854,https://open.spotify.com/track/6WQlGuh6c4jciXEyM2rVGX,6WQlGuh6c4jciXEyM2rVGX,,  144.37200000,  F,  Major,  46%,  15%,  11%,  99%,  0%,  4%,  11%
20,Burning Ground,Brandon Jenner,http://www.spotontrack.com/track/burning-ground/6532712,https://open.spotify.com/track/0IbrXdAcOPb7BCQqK9NqBh,0IbrXdAcOPb7BCQqK9NqBh,https://p.scdn.co/mp3-preview/fb113fdfa3156acfe4759627b763f217be16b885?cid=null,  97.82200000,  G,  Major,  54%,  39%,  15%,  81%,  1%,  3%,  16%
21,Nothing Arrived - Live from Spotify London,Villagers,http://www.spotontrack.com/track/nothing-arrived-live-from-spotify-london/217038,https://open.spotify.com/track/4JKHACLkotsxdKNF9vJYOS,4JKHACLkotsxdKNF9vJYOS,,  102.71300000,  G,  Major,  58%,  42%,  41%,  93%,  0%,  4%,  67%
22,I Am Not in Love Anymore,Liza Anne,http://www.spotontrack.com/track/i-am-not-in-love-anymore/591817,https://open.spotify.com/track/1IcwyDAAdo5mYIC5ujB9sz,1IcwyDAAdo5mYIC5ujB9sz,https://p.scdn.co/mp3-preview/a572087c95df06a89dae1e98c985570ef0a3e685?cid=null,  87.82800000,  E,  Minor,  54%,  62%,  38%,  26%,  0%,  3%,  11%
23,Blend,Aldous Harding,http://www.spotontrack.com/track/blend/23299629,https://open.spotify.com/track/3Gl3sE6ZhmXOkJhrumZTVS,3Gl3sE6ZhmXOkJhrumZTVS,https://p.scdn.co/mp3-preview/de34f6de16faeab63bc6a57b58c34e6badfb1fd6?cid=null,  126.10700000,  C#,  Minor,  88%,  31%,  21%,  74%,  24%,  8%,  9%
24,I Do,Susie Suh,http://www.spotontrack.com/track/i-do/37117,https://open.spotify.com/track/1rZFC696WndvqvpFfjr4Wu,1rZFC696WndvqvpFfjr4Wu,https://p.scdn.co/mp3-preview/fc4a52a95f42c2aecf71c9dfa452ecd37b61bb83?cid=null,  104.03000000,  G,  Major,  77%,  19%,  26%,  93%,  0%,  4%,  26%
25,Cold Little Heart - Radio Edit,Michael Kiwanuka,http://www.spotontrack.com/track/cold-little-heart-radio-edit/10343500,https://open.spotify.com/track/7KX65PC1UZuImsUInThbav,7KX65PC1UZuImsUInThbav,,  110.22700000,  G,  Minor,  63%,  57%,  65%,  31%,  0%,  3%,  42%
26,Tears Don't Fall,Terrible Sons,http://www.spotontrack.com/track/tears-don-t-fall/15664779,https://open.spotify.com/track/02p7KhGzlicIY8rvRVVION,02p7KhGzlicIY8rvRVVION,https://p.scdn.co/mp3-preview/39beeb167aeff2273a8b60a184bfbe6913d9a5ca?cid=null,  149.44100000,  G,  Major,  67%,  57%,  83%,  47%,  3%,  3%,  14%
27,Hate the Way You Love Me,John Paul White,http://www.spotontrack.com/track/hate-the-way-you-love-me/1835815,https://open.spotify.com/track/4SEgyVuHzincvWDvypjasT,4SEgyVuHzincvWDvypjasT,https://p.scdn.co/mp3-preview/5f69e9714f52e3bff933ca9796bdcabe1ca3fce2?cid=null,  76.99600000,  E,  Major,  46%,  21%,  23%,  69%,  0%,  3%,  12%
28,Dirty Old Town,Craig Cardiff,http://www.spotontrack.com/track/dirty-old-town/117115,https://open.spotify.com/track/567EmmCbOtpEuaVC2zznU6,567EmmCbOtpEuaVC2zznU6,https://p.scdn.co/mp3-preview/57d50c3bd1253176e9550fbb361f9486b23a30c6?cid=null,  159.76400000,  C,  Major,  56%,  42%,  33%,  31%,  0%,  5%,  24%
29,The Flood,Joshua Hyslop,http://www.spotontrack.com/track/the-flood/3507749,https://open.spotify.com/track/2YdU9FRM7fYiZ9B2KOUIpl,2YdU9FRM7fYiZ9B2KOUIpl,https://p.scdn.co/mp3-preview/23ebd4a9d07ca06419efef5ac3357b3cd227dad7?cid=null,  81.00500000,  F#,  Major,  58%,  45%,  26%,  55%,  8%,  3%,  12%
30,High Hope,Glen Hansard,http://www.spotontrack.com/track/high-hope/599040,https://open.spotify.com/track/7N3F6kwaRp7nH0ZyRh9Icp,7N3F6kwaRp7nH0ZyRh9Icp,,  87.81600000,  C,  Major,  38%,  32%,  35%,  35%,  0%,  3%,  11%
31,Build Me Up From Bones,Sarah Jarosz,http://www.spotontrack.com/track/build-me-up-from-bones/429638,https://open.spotify.com/track/1I9dSqB5XSdwOfn9M8zpRg,1I9dSqB5XSdwOfn9M8zpRg,,  114.92900000,  F,  Major,  52%,  29%,  27%,  87%,  0%,  4%,  11%
32,Dreamer,Isbells,http://www.spotontrack.com/track/dreamer/18006,https://open.spotify.com/track/0PZLSFZUf910nZ9qFtQqAf,0PZLSFZUf910nZ9qFtQqAf,,  154.00100000,  G#,  Major,  63%,  38%,  42%,  74%,  3%,  4%,  9%
33,Shiver And Shake,Ryan Adams,http://www.spotontrack.com/track/shiver-and-shake/9144476,https://open.spotify.com/track/6TbOgR6jpuqkjAmgs4hdFL,6TbOgR6jpuqkjAmgs4hdFL,,  144.00600000,  A,  Major,  39%,  38%,  13%,  74%,  0%,  3%,  10%
34,Resurrection Fern,Iron & Wine,http://www.spotontrack.com/track/resurrection-fern/510338,https://open.spotify.com/track/7GaiL46MFjCh4LfEDeM8HY,7GaiL46MFjCh4LfEDeM8HY,https://p.scdn.co/mp3-preview/b5d55e643fcdd3b8cdd1b6a3199daa8cea5ff675?cid=null,  75.04000000,  F,  Major,  51%,  36%,  22%,  28%,  0%,  3%,  11%
35,Fly - Acoustic,Meadowlark,http://www.spotontrack.com/track/fly-acoustic/133722,https://open.spotify.com/track/2YVK7RkwslK62gTCWboDPM,2YVK7RkwslK62gTCWboDPM,https://p.scdn.co/mp3-preview/0d6b65856da21b7fe146c1aaff1421c6c98fabe6?cid=null,  152.20700000,  D,  Major,  38%,  27%,  34%,  94%,  0%,  4%,  9%
36,Jolene,Ray LaMontagne,http://www.spotontrack.com/track/jolene/64295,https://open.spotify.com/track/2fSIF8CJhoc9CJhF9vJDXp,2fSIF8CJhoc9CJhF9vJDXp,https://p.scdn.co/mp3-preview/235be0d7709ffaac90bb2bee263ce1c7d2d34ec9?cid=null,  119.75200000,  G,  Major,  59%,  14%,  29%,  86%,  0%,  3%,  10%
37,The Time I've Wasted,Lori McKenna,http://www.spotontrack.com/track/the-time-i-ve-wasted/462969,https://open.spotify.com/track/1JtvwshkJMxfm4oRhJp93C,1JtvwshkJMxfm4oRhJp93C,https://p.scdn.co/mp3-preview/42f6ba1234fb27b99edea8fb9fc02565346397cb?cid=null,  145.02700000,  F,  Major,  47%,  25%,  27%,  80%,  0%,  3%,  10%
38,Million Dollar Secret,Lucius,http://www.spotontrack.com/track/million-dollar-secret/13472701,https://open.spotify.com/track/4p6PR5DSLxoWYiKyFuv1De,4p6PR5DSLxoWYiKyFuv1De,https://p.scdn.co/mp3-preview/336314811503eb10b3ba498191d5b476fef8a995?cid=null,  74.80500000,  A,  Major,  32%,  41%,  26%,  96%,  0%,  4%,  11%
39,Real Peach,Henry Jamison,http://www.spotontrack.com/track/real-peach/1830003,https://open.spotify.com/track/0zswVEAFordAn8lbrgWsb6,0zswVEAFordAn8lbrgWsb6,,  151.98500000,  C#,  Major,  58%,  56%,  33%,  40%,  0%,  3%,  8%
40,Shame,Ciaran Lavery,http://www.spotontrack.com/track/shame/118642,https://open.spotify.com/track/66zVzafJU6HTogOQeeNv5y,66zVzafJU6HTogOQeeNv5y,,  115.40500000,  D,  Major,  62%,  30%,  32%,  85%,  0%,  3%,  24%
41,To Whom It May Concern,The Civil Wars,http://www.spotontrack.com/track/to-whom-it-may-concern/307574,https://open.spotify.com/track/3bwp3iU2QaQkkOJ3EGhu7m,3bwp3iU2QaQkkOJ3EGhu7m,,  87.49300000,  G,  Major,  31%,  16%,  14%,  91%,  0%,  3%,  10%
42,Tin Man,Miranda Lambert,http://www.spotontrack.com/track/tin-man/5576853,https://open.spotify.com/track/4ckQIgBy1gVeevf7UAereE,4ckQIgBy1gVeevf7UAereE,https://p.scdn.co/mp3-preview/cddfc78011095249efc9602cf7ed69ed7773c4a4?cid=null,  79.45600000,  C,  Major,  43%,  37%,  30%,  86%,  1%,  3%,  7%
43,Better Way,Andrew Combs,http://www.spotontrack.com/track/better-way/16198495,https://open.spotify.com/track/3VThpW3UX13QbXHDNQqxvo,3VThpW3UX13QbXHDNQqxvo,https://p.scdn.co/mp3-preview/73c73c907df3e1cbb118705b46bc6cf465c24b93?cid=null,  119.10100000,  D#,  Minor,  67%,  65%,  85%,  21%,  19%,  3%,  12%
44,Playing Old Games,Erin Rae and the Meanwhiles,http://www.spotontrack.com/track/playing-old-games/2145765,https://open.spotify.com/track/1LBAyPeZeEy6Q3UqNZoEN1,1LBAyPeZeEy6Q3UqNZoEN1,https://p.scdn.co/mp3-preview/4aa59976730bcc504603446a9fe111ccdd9dfef2?cid=null,  141.62500000,  C,  Major,  58%,  42%,  25%,  79%,  0%,  3%,  11%
45,The Only Thing,Sufjan Stevens,http://www.spotontrack.com/track/the-only-thing/56535,https://open.spotify.com/track/0eVYGqIPngJQUeRwGeVeXG,0eVYGqIPngJQUeRwGeVeXG,https://p.scdn.co/mp3-preview/c76030060daa3273d2e86834765a0ca330dad7df?cid=null,  158.96400000,  D#,  Major,  52%,  15%,  48%,  99%,  8%,  4%,  11%
46,Concrete Jungle - Acoustic,Au/Ra,http://www.spotontrack.com/track/concrete-jungle-acoustic/5601628,https://open.spotify.com/track/4yxL6eoSsZ04lN0VezKgcr,4yxL6eoSsZ04lN0VezKgcr,https://p.scdn.co/mp3-preview/aab78df27c2ef5d567a9ad2ec62fd7339bc29172?cid=null,  165.90800000,  F#,  Major,  59%,  47%,  58%,  76%,  0%,  3%,  8%
47,Sister,Haux,http://www.spotontrack.com/track/sister/5271476,https://open.spotify.com/track/0HFBVwKtD5kBrQQseDwagJ,0HFBVwKtD5kBrQQseDwagJ,https://p.scdn.co/mp3-preview/8398175eedda3971617dac2b00904616ccb46a6b?cid=null,  187.22900000,  G#,  Major,  45%,  3%,  47%,  92%,  0%,  14%,  10%
48,Sick of Losing Soulmates,dodie,http://www.spotontrack.com/track/sick-of-losing-soulmates/5600562,https://open.spotify.com/track/7a9udNo0GU97xnMAkjLdmE,7a9udNo0GU97xnMAkjLdmE,https://p.scdn.co/mp3-preview/318faa72be9d0102f05e2891187b99d30ef5ab47?cid=null,  75.26300000,  D,  Major,  52%,  28%,  11%,  64%,  14%,  4%,  36%
49,When You Love Someone,James TW,http://www.spotontrack.com/track/when-you-love-someone/246766,https://open.spotify.com/track/1o6YK7phnXgsljfWSQQfWc,1o6YK7phnXgsljfWSQQfWc,,  125.88100000,  G,  Major,  68%,  44%,  35%,  24%,  0%,  3%,  5%
50,Early Morning Coffee Cups,Jaimi Faulkner,http://www.spotontrack.com/track/early-morning-coffee-cups/10553715,https://open.spotify.com/track/04TvtzVrd7FufnY5KJLXzO,04TvtzVrd7FufnY5KJLXzO,https://p.scdn.co/mp3-preview/630d1cc7a7aca3713da1a0eb5068d328995721bc?cid=null,  97.95700000,  A#,  Major,  66%,  40%,  48%,  63%,  0%,  3%,  18%
51,Astral Plane,Valerie June,http://www.spotontrack.com/track/astral-plane/3420603,https://open.spotify.com/track/2qFwtxXZXej7jejj8Dldf0,2qFwtxXZXej7jejj8Dldf0,,  86.78600000,  A,  Major,  50%,  25%,  21%,  80%,  9%,  3%,  6%
52,"Portland, Maine",Donovan Woods,http://www.spotontrack.com/track/portland-maine/862338,https://open.spotify.com/track/6u1E03WKp0QsOfK5FEzzGr,6u1E03WKp0QsOfK5FEzzGr,https://p.scdn.co/mp3-preview/385af674806ec827bb14c43aba28a4975c56c104?cid=null,  80.10900000,  E,  Major,  61%,  34%,  16%,  78%,  24%,  3%,  11%
53,Unknown,Tuvaband,http://www.spotontrack.com/track/unknown/2168678,https://open.spotify.com/track/3fXbUuDBRoe0PMQ3BItnAc,3fXbUuDBRoe0PMQ3BItnAc,,  130.99400000,  F#,  Major,  42%,  10%,  9%,  96%,  0%,  4%,  89%
54,Gold,Matt Hartke,http://www.spotontrack.com/track/gold/3506903,https://open.spotify.com/track/3iTi975Q6qnoRKrBL1FNsl,3iTi975Q6qnoRKrBL1FNsl,https://p.scdn.co/mp3-preview/fb7fc1eb0f7dc1c577664840042b499a7eb4d1b6?cid=null,  128.09100000,  A#,  Major,  64%,  42%,  36%,  69%,  0%,  3%,  10%
55,Sudden Love (Acoustic),The Woodlands,http://www.spotontrack.com/track/sudden-love-acoustic/862380,https://open.spotify.com/track/4j1qgmRVqhFANilbZ70bft,4j1qgmRVqhFANilbZ70bft,https://p.scdn.co/mp3-preview/9004161100debc4e444d01e99c439e24697d958f?cid=null,  130.53400000,  C,  Major,  72%,  33%,  28%,  85%,  0%,  4%,  13%
56,Parallel Lines (Live Acoustic),Robby Hecht,http://www.spotontrack.com/track/parallel-lines-live-acoustic/8647416,https://open.spotify.com/track/1KrkRsbr42w1r4VlSyPbUY,1KrkRsbr42w1r4VlSyPbUY,https://p.scdn.co/mp3-preview/87fae404d7550eb58da3e4ae1419b7cd780731c5?cid=null,  124.74500000,  D#,  Major,  54%,  39%,  29%,  53%,  0%,  3%,  23%
57,Fall Apart Today,Schuyler Fisk,http://www.spotontrack.com/track/fall-apart-today/122594,https://open.spotify.com/track/7jKxEGp0zXkwbFTWHHtsdC,7jKxEGp0zXkwbFTWHHtsdC,https://p.scdn.co/mp3-preview/48fef49ee1b402ffb4b240122795c3177ded7ded?cid=null,  108.21100000,  A#,  Major,  42%,  30%,  52%,  85%,  0%,  3%,  16%
58,Making All Things New,Aaron Espe,http://www.spotontrack.com/track/making-all-things-new/88059,https://open.spotify.com/track/0g3Vm5xbQsDslbTeN9SwEb,0g3Vm5xbQsDslbTeN9SwEb,,  100.00700000,  C,  Major,  79%,  34%,  47%,  90%,  3%,  3%,  11%
59,Wandering Child,Wild Rivers,http://www.spotontrack.com/track/wandering-child/669002,https://open.spotify.com/track/0BIubA1OOVNkFtkZXBe3gP,0BIubA1OOVNkFtkZXBe3gP,https://p.scdn.co/mp3-preview/787f9e48f42f038d2944bd708a7a5e5bd3fe33ae?cid=null,  98.03400000,  D,  Major,  67%,  36%,  34%,  79%,  0%,  4%,  10%
60,I Don't Feel It Anymore (Song of the Sparrow),William Fitzsimmons,http://www.spotontrack.com/track/i-don-t-feel-it-anymore-song-of-the-sparrow/594577,https://open.spotify.com/track/1nkmSCRaSVcr1B01ZcBHaw,1nkmSCRaSVcr1B01ZcBHaw,,  112.72500000,  C,  Major,  48%,  20%,  29%,  94%,  0%,  4%,  11%
61,On That Day,Ásgeir,http://www.spotontrack.com/track/on-that-day/566961,https://open.spotify.com/track/40sQHTOGmm6DeIeT0nnE8n,40sQHTOGmm6DeIeT0nnE8n,https://p.scdn.co/mp3-preview/eaa6d364ded54aa9ddf7c688e2889a99aac65b8c?cid=null,  99.92700000,  G,  Major,  60%,  19%,  31%,  91%,  1%,  3%,  12%
62,Summer Clothes (Acoustic),Marc Scibilia,http://www.spotontrack.com/track/summer-clothes-acoustic/8642718,https://open.spotify.com/track/3ldQn5GUmDqs0L4z4GORI6,3ldQn5GUmDqs0L4z4GORI6,https://p.scdn.co/mp3-preview/af672d21cd1265e33aaa1b87e4813607f564feb5?cid=null,  85.99400000,  F#,  Major,  65%,  50%,  85%,  53%,  0%,  4%,  10%
63,Oceans,Seafret,http://www.spotontrack.com/track/oceans/139865,https://open.spotify.com/track/7Cia4WzapwjMr0NUQF8vf3,7Cia4WzapwjMr0NUQF8vf3,https://p.scdn.co/mp3-preview/70480ab5ae7e447a4d9da7afb8958732d30a20d0?cid=null,  129.16200000,  A,  Minor,  40%,  48%,  18%,  27%,  0%,  3%,  13%
64,Memory,Kina Grannis,http://www.spotontrack.com/track/memory/14962771,https://open.spotify.com/track/4hi9OKSZA7jVKXoXvjjipG,4hi9OKSZA7jVKXoXvjjipG,https://p.scdn.co/mp3-preview/e392a4a73c6d96d54fa8dc13c464af9451a880de?cid=null,  109.54700000,  A#,  Major,  58%,  7%,  17%,  81%,  0%,  3%,  9%
65,Sweetest Thing,Allman Brown,http://www.spotontrack.com/track/sweetest-thing/7185995,https://open.spotify.com/track/696vpg0aBvBxpZAuasmg15,696vpg0aBvBxpZAuasmg15,https://p.scdn.co/mp3-preview/9ab1840672a0925d2714bc4d11542be5308e23e3?cid=null,  79.78500000,  D,  Major,  55%,  41%,  51%,  70%,  0%,  5%,  10%
66,The Book of Love,Gavin James,http://www.spotontrack.com/track/the-book-of-love/7945,https://open.spotify.com/track/5IBhiuSeeVVTKPh5pj5NLi,5IBhiuSeeVVTKPh5pj5NLi,https://p.scdn.co/mp3-preview/84c8e921baedf273fa47156b2d293db28f97fc26?cid=null,  108.22000000,  C,  Major,  52%,  7%,  27%,  74%,  0%,  4%,  11%
67,Home,Bruno Major,http://www.spotontrack.com/track/home/6887863,https://open.spotify.com/track/5JLbIJnYgI2GyBsgNoPiKg,5JLbIJnYgI2GyBsgNoPiKg,https://p.scdn.co/mp3-preview/e19551e857d927a458b3cecdc6c59cc858bf6b6a?cid=null,  130.63000000,  B,  Major,  48%,  45%,  14%,  83%,  0%,  4%,  9%
68,First Day Of My Life,Bright Eyes,http://www.spotontrack.com/track/first-day-of-my-life/220772,https://open.spotify.com/track/5OiaAaIMYlCZONyDBxqk4G,5OiaAaIMYlCZONyDBxqk4G,https://p.scdn.co/mp3-preview/47cdcbdb38106defe6018457533b8236ffc55e8a?cid=null,  94.42200000,  E,  Major,  47%,  20%,  38%,  92%,  0%,  4%,  10%
69,Sounds Like Help,Austin Basham,http://www.spotontrack.com/track/sounds-like-help/6539550,https://open.spotify.com/track/0YVaaynLiwkQmWphlG3XqT,0YVaaynLiwkQmWphlG3XqT,https://p.scdn.co/mp3-preview/d8ca425fdd391cb617c9f73a27e3d1445426e7be?cid=null,  126.01400000,  C,  Major,  62%,  44%,  14%,  65%,  0%,  3%,  12%
70,Gamble,Lucy Rose,http://www.spotontrack.com/track/gamble/598981,https://open.spotify.com/track/2EihZc0sioXhGPspSz0dRg,2EihZc0sioXhGPspSz0dRg,,  99.26900000,  D,  Major,  52%,  15%,  18%,  91%,  0%,  3%,  11%
71,Old Now,Rosemary & Garlic,http://www.spotontrack.com/track/old-now/594495,https://open.spotify.com/track/6mVndIOMk620iAtXeMi4kW,6mVndIOMk620iAtXeMi4kW,https://p.scdn.co/mp3-preview/f0f3977ef59bc7d2de1d7edef604f938c5a36629?cid=null,  140.05300000,  F,  Major,  49%,  40%,  27%,  82%,  25%,  3%,  12%
72,Mightiest of Guns,A.A. Bondy,http://www.spotontrack.com/track/mightiest-of-guns/566253,https://open.spotify.com/track/15uTxjdvNnV6U5u5L4vpnM,15uTxjdvNnV6U5u5L4vpnM,,  169.02500000,  C,  Major,  24%,  16%,  12%,  88%,  3%,  4%,  19%
73,Sleep,Joseph & Maia,http://www.spotontrack.com/track/sleep/862600,https://open.spotify.com/track/403VIBIMPMakYoRni8SrzK,403VIBIMPMakYoRni8SrzK,https://p.scdn.co/mp3-preview/409bf59f917123a2f979868f55fc9f99925c96b9?cid=null,  109.52800000,  C,  Major,  56%,  8%,  16%,  88%,  0%,  4%,  13%
74,Stay On My Shore,Joan Shelley,http://www.spotontrack.com/track/stay-on-my-shore/870914,https://open.spotify.com/track/098q0cUqyOgs1gtgBPXLWG,098q0cUqyOgs1gtgBPXLWG,https://p.scdn.co/mp3-preview/c8b7044e0a8ea68b90abf1d02b8162fe0339fd38?cid=null,  91.22100000,  E,  Major,  56%,  22%,  19%,  96%,  0%,  3%,  11%
75,I Shall Cross This River,The Black Atlantic,http://www.spotontrack.com/track/i-shall-cross-this-river/216137,https://open.spotify.com/track/2if6QiLvbXVKSszehXtgwg,2if6QiLvbXVKSszehXtgwg,,  119.12700000,  A,  Major,  56%,  10%,  6%,  98%,  2%,  4%,  10%
76,It'll Work Itself Out,Donovan Woods,http://www.spotontrack.com/track/it-ll-work-itself-out/10910104,https://open.spotify.com/track/1WvRxjDesc8qkTwYQO55gI,1WvRxjDesc8qkTwYQO55gI,https://p.scdn.co/mp3-preview/0ee615b7936679b6fba270c02cdc225980014d5d?cid=null,  98.00200000,  F,  Major,  63%,  43%,  53%,  11%,  0%,  3%,  10%
77,Something Familiar,Josienne Clarke and Ben Walker,http://www.spotontrack.com/track/something-familiar/3143837,https://open.spotify.com/track/0pid6toQhFvAWPGbB0ET8K,0pid6toQhFvAWPGbB0ET8K,https://p.scdn.co/mp3-preview/d8e4f0bacbf6a00c6ca4f4f2604514a52724ec9c?cid=null,  131.05300000,  C,  Major,  49%,  4%,  27%,  91%,  0%,  4%,  9%
