Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
81,La Grange - 2005 Remastered Version,ZZ Top,http://www.spotontrack.com/track/la-grange-2005-remastered-version/50427,https://open.spotify.com/track/70YvYr2hGlS01bKRIho1HM,70YvYr2hGlS01bKRIho1HM,https://p.scdn.co/mp3-preview/8eca30041aa528c012a2f0aa2e76eea8c12fd03a?cid=null,  80.54400000,  E,  Minor,  55%,  64%,  62%,  0%,  3%,  22%,  20%
82,Walk This Way,Aerosmith,http://www.spotontrack.com/track/walk-this-way/329617,https://open.spotify.com/track/2vX5WL7s6UdeQyweZEx7PP,2vX5WL7s6UdeQyweZEx7PP,https://p.scdn.co/mp3-preview/d8d7971797e5d917ee589ade9962ea9196fae562?cid=null,  108.53100000,  F,  Major,  63%,  79%,  87%,  2%,  0%,  5%,  5%
83,Strangers,Various Artists,http://www.spotontrack.com/track/strangers/313185,https://open.spotify.com/track/3L6bCxrwKe1qnsqFzssR4R,3L6bCxrwKe1qnsqFzssR4R,,  126.33300000,  C,  Major,  47%,  45%,  56%,  17%,  0%,  4%,  10%
84,Nights In White Satin - Single Version,The Moody Blues,http://www.spotontrack.com/track/nights-in-white-satin-single-version/603837,https://open.spotify.com/track/3D1Xnj2Q7oh7Vz3RH9fDvC,3D1Xnj2Q7oh7Vz3RH9fDvC,,  77.86100000,  E,  Minor,  16%,  35%,  21%,  27%,  29%,  3%,  25%
85,Knockin' On Heaven's Door - Remastered,Bob Dylan,http://www.spotontrack.com/track/knockin-on-heaven-s-door-remastered/373028,https://open.spotify.com/track/6HSXNV0b4M4cLJ7ljgVVeh,6HSXNV0b4M4cLJ7ljgVVeh,https://p.scdn.co/mp3-preview/5d590e2139ce4eb119238968a8b398e8510a6251?cid=null,  140.20800000,  G,  Major,  51%,  40%,  23%,  25%,  18%,  3%,  11%
86,Sunshine Of Your Love,Cream,http://www.spotontrack.com/track/sunshine-of-your-love/603853,https://open.spotify.com/track/5y4761pjcksXs1hNsCmc4n,5y4761pjcksXs1hNsCmc4n,,  115.15200000,  D,  Major,  69%,  59%,  73%,  39%,  0%,  4%,  12%
87,Welcome To The Jungle,Guns N' Roses,http://www.spotontrack.com/track/welcome-to-the-jungle/301200,https://open.spotify.com/track/0eFvoRSTTaR2q8bSWVjwfp,0eFvoRSTTaR2q8bSWVjwfp,,  123.41100000,  A#,  Minor,  46%,  98%,  34%,  3%,  50%,  11%,  31%
88,Piece of My Heart,Big Brother & The Holding Company,http://www.spotontrack.com/track/piece-of-my-heart/37973,https://open.spotify.com/track/1xKQbqQtQWrtQS47fUJBtl,1xKQbqQtQWrtQS47fUJBtl,https://p.scdn.co/mp3-preview/55f9c641ef8ef16d46394e6f4f2b780701ebfdf2?cid=null,  160.82000000,  E,  Major,  44%,  73%,  56%,  26%,  0%,  15%,  17%
89,Have You Ever Seen The Rain?,Creedence Clearwater Revival,http://www.spotontrack.com/track/have-you-ever-seen-the-rain/23437,https://open.spotify.com/track/2LawezPeJhN4AWuSB0GtAU,2LawezPeJhN4AWuSB0GtAU,,  116.10900000,  C,  Major,  74%,  70%,  76%,  7%,  0%,  3%,  13%
90,Born To Be Wild,Steppenwolf,http://www.spotontrack.com/track/born-to-be-wild/74081,https://open.spotify.com/track/63OFKbMaZSDZ4wtesuuq6f,63OFKbMaZSDZ4wtesuuq6f,,  145.92800000,  D,  Major,  44%,  71%,  53%,  26%,  54%,  9%,  22%
91,Cocaine,Eric Clapton,http://www.spotontrack.com/track/cocaine/491841,https://open.spotify.com/track/2udGjDmpK1dH9VGyw7nrei,2udGjDmpK1dH9VGyw7nrei,,  105.28300000,  A,  Major,  71%,  50%,  76%,  6%,  2%,  3%,  31%
92,Highway to Hell,AC/DC,http://www.spotontrack.com/track/highway-to-hell/10910,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s,2zYzyRzz6pRmhPzyfMEC8s,https://p.scdn.co/mp3-preview/aa4f9186e0c3f4436bb40572a63862db80d7ef2d?cid=null,  115.71500000,  F#,  Minor,  57%,  91%,  46%,  6%,  0%,  13%,  16%
93,Behind Blue Eyes - Original Album Version,The Who,http://www.spotontrack.com/track/behind-blue-eyes-original-album-version/502912,https://open.spotify.com/track/6Qg7cgN1oZ5mG5nZe9UG0X,6Qg7cgN1oZ5mG5nZe9UG0X,,  127.08400000,  G,  Major,  40%,  52%,  30%,  23%,  0%,  3%,  26%
94,Break On Through (To The Other Side),The Doors,http://www.spotontrack.com/track/break-on-through-to-the-other-side/37986,https://open.spotify.com/track/6ToM0uwxtPKo9CMpbPGYvM,6ToM0uwxtPKo9CMpbPGYvM,https://p.scdn.co/mp3-preview/d8f685ff9b50f2f6f7672fc86642df000b195481?cid=null,  89.83900000,  A,  Major,  42%,  75%,  78%,  20%,  0%,  5%,  17%
95,Magic Carpet Ride,Steppenwolf,http://www.spotontrack.com/track/magic-carpet-ride/370040,https://open.spotify.com/track/6qnhXRedMi71TBYRc9jm4o,6qnhXRedMi71TBYRc9jm4o,,  111.73200000,  E,  Minor,  62%,  78%,  77%,  2%,  8%,  5%,  5%
96,Baba O'Riley - Original Album Version,The Who,http://www.spotontrack.com/track/baba-o-riley-original-album-version/79356,https://open.spotify.com/track/2KmEgiY8fQs0G6WNxtzQKr,2KmEgiY8fQs0G6WNxtzQKr,,  117.29200000,  F,  Major,  49%,  72%,  16%,  31%,  19%,  4%,  29%
97,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,http://www.spotontrack.com/track/layla-40th-anniversary-2010-remastered/64072,https://open.spotify.com/track/3k9i7UzeSUYWIfUZFeFDUd,3k9i7UzeSUYWIfUZFeFDUd,,  115.67200000,  C#,  Major,  40%,  90%,  51%,  58%,  30%,  7%,  29%
98,Don't Stop Believin',Journey,http://www.spotontrack.com/track/don-t-stop-believin/4989,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,4bHsxqR3GMrXTxEPLuK5ue,https://p.scdn.co/mp3-preview/21b9abd3cd2eea634e17a917196fdd5ba2e82670?cid=null,  118.85200000,  E,  Major,  50%,  75%,  53%,  13%,  0%,  4%,  45%
99,Midnight Rider,The Allman Brothers Band,http://www.spotontrack.com/track/midnight-rider/603894,https://open.spotify.com/track/7J4WbEdRTZGJDsSr5AACCw,7J4WbEdRTZGJDsSr5AACCw,,  189.39400000,  G,  Major,  39%,  33%,  63%,  52%,  9%,  3%,  9%
100,Bohemian Rhapsody - Remastered 2011,Queen,http://www.spotontrack.com/track/bohemian-rhapsody-remastered-2011/5636,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY,1AhDOtG9vPSOmsWgNW0BEY,,  71.10500000,  C,  Minor,  41%,  40%,  23%,  27%,  0%,  5%,  30%
101,Paradise City,Guns N' Roses,http://www.spotontrack.com/track/paradise-city/218775,https://open.spotify.com/track/3YBZIN3rekqsKxbJc9FZko,3YBZIN3rekqsKxbJc9FZko,,  100.45900000,  B,  Major,  27%,  95%,  43%,  2%,  1%,  8%,  32%
102,Simple Man,Lynyrd Skynyrd,http://www.spotontrack.com/track/simple-man/69923,https://open.spotify.com/track/6kZFIsYCBeuH0f1zGk1UoM,6kZFIsYCBeuH0f1zGk1UoM,,  120.55000000,  C#,  Major,  46%,  73%,  41%,  0%,  1%,  4%,  22%
103,Suite: Judy Blue Eyes - Remastered,"Crosby, Stills & Nash",http://www.spotontrack.com/track/suite-judy-blue-eyes-remastered/603899,https://open.spotify.com/track/2PuUFT13yCzUOZun94WOXv,2PuUFT13yCzUOZun94WOXv,https://p.scdn.co/mp3-preview/30ba15226c66cf93d7026dfd3971736b2d3bc6cc?cid=null,  154.20600000,  A,  Major,  45%,  36%,  31%,  47%,  0%,  4%,  20%
104,Gimme Shelter,The Rolling Stones,http://www.spotontrack.com/track/gimme-shelter/41489,https://open.spotify.com/track/1dv3ePjze9tPq2pk8eWJdR,1dv3ePjze9tPq2pk8eWJdR,,  118.65000000,  C#,  Minor,  63%,  62%,  51%,  46%,  4%,  3%,  17%
105,Like a Rolling Stone - Live from London 5/26/66,Bob Dylan,http://www.spotontrack.com/track/like-a-rolling-stone-live-from-london-5-26-66/6493064,https://open.spotify.com/track/5ZgZhzQGCqVwPydT4CkH0W,5ZgZhzQGCqVwPydT4CkH0W,https://p.scdn.co/mp3-preview/7880c6db29a3e426a6b14d7da82583c3d8c00fa6?cid=null,  174.85100000,  C,  Major,  16%,  87%,  47%,  26%,  0%,  9%,  68%
106,Toys In The Attic,Aerosmith,http://www.spotontrack.com/track/toys-in-the-attic/57533,https://open.spotify.com/track/4pj8ElgSWmmy5LT9a7jb0s,4pj8ElgSWmmy5LT9a7jb0s,https://p.scdn.co/mp3-preview/92f9a63192dc4d05e2a685c17b10020a95e571d0?cid=null,  197.46200000,  B,  Minor,  22%,  93%,  44%,  0%,  0%,  7%,  34%
107,Free Bird,Lynyrd Skynyrd,http://www.spotontrack.com/track/free-bird/69927,https://open.spotify.com/track/4JNi40t7xR5bO3PWxRkiPN,4JNi40t7xR5bO3PWxRkiPN,,  117.41800000,  G,  Major,  28%,  85%,  44%,  1%,  8%,  5%,  6%
108,Kashmir,Led Zeppelin,http://www.spotontrack.com/track/kashmir/328846,https://open.spotify.com/track/6Vjk8MNXpQpi0F4BefdTyq,6Vjk8MNXpQpi0F4BefdTyq,https://p.scdn.co/mp3-preview/f3ca68c9ceaa3435d5bd55c0199ba0b09b916cce?cid=null,  80.57600000,  D,  Major,  48%,  62%,  59%,  45%,  0%,  5%,  5%
109,Sweet Home Alabama,Lynyrd Skynyrd,http://www.spotontrack.com/track/sweet-home-alabama/21973,https://open.spotify.com/track/4CJVkjo5WpmUAKp3R44LNb,4CJVkjo5WpmUAKp3R44LNb,,  97.78200000,  G,  Major,  60%,  61%,  89%,  18%,  0%,  3%,  12%
110,Bad Moon Rising,Creedence Clearwater Revival,http://www.spotontrack.com/track/bad-moon-rising/50410,https://open.spotify.com/track/6NxsCnLeLd8Ai1TrgGxzIx,6NxsCnLeLd8Ai1TrgGxzIx,,  89.83700000,  D,  Major,  65%,  76%,  92%,  6%,  0%,  3%,  7%
111,Dream On,Aerosmith,http://www.spotontrack.com/track/dream-on/29187,https://open.spotify.com/track/5MxNLUsfh7uzROypsoO5qe,5MxNLUsfh7uzROypsoO5qe,https://p.scdn.co/mp3-preview/4c7fea33f70ea10631656c9bccace988ee2aaa42?cid=null,  160.90000000,  C#,  Major,  31%,  43%,  23%,  39%,  0%,  3%,  33%
112,Pour Some Sugar On Me (2012),Def Leppard,http://www.spotontrack.com/track/pour-some-sugar-on-me-2012/55494,https://open.spotify.com/track/0LN0ASTtcGIbNTnjSHG6eO,0LN0ASTtcGIbNTnjSHG6eO,https://p.scdn.co/mp3-preview/49cd7c1d341797324a07e1e48cbeb9d7ae6cc8ad?cid=null,  169.93700000,  A,  Major,  50%,  85%,  72%,  1%,  0%,  6%,  11%
113,Purple Haze,Jimi Hendrix,http://www.spotontrack.com/track/purple-haze/28389,https://open.spotify.com/track/0wJoRiX5K5BxlqZTolB2LD,0wJoRiX5K5BxlqZTolB2LD,https://p.scdn.co/mp3-preview/03bc9eb9c20f832c8341a3db4173d7036d93156e?cid=null,  108.90000000,  D,  Major,  53%,  91%,  48%,  1%,  58%,  8%,  7%
114,Born to Run,Bruce Springsteen,http://www.spotontrack.com/track/born-to-run/278321,https://open.spotify.com/track/6hTcuIQa0sxrrByu9wTD7s,6hTcuIQa0sxrrByu9wTD7s,https://p.scdn.co/mp3-preview/bac7b351bb2f85c715f66be9b36b8a1922081404?cid=null,  146.34700000,  E,  Major,  27%,  94%,  62%,  1%,  0%,  10%,  12%
115,Let It Rain,Eric Clapton,http://www.spotontrack.com/track/let-it-rain/603923,https://open.spotify.com/track/0hMNAUx9fFBdYQRO5FoQvL,0hMNAUx9fFBdYQRO5FoQvL,,  122.30400000,  D,  Major,  43%,  68%,  71%,  5%,  0%,  3%,  14%
116,Mississippi Queen,Mountain,http://www.spotontrack.com/track/mississippi-queen/372578,https://open.spotify.com/track/4vO9dmzNRqDhFY3jD1a3P7,4vO9dmzNRqDhFY3jD1a3P7,https://p.scdn.co/mp3-preview/97cc982fdf060134ace79ecb60330cf39a78e915?cid=null,  139.72000000,  A,  Major,  58%,  62%,  66%,  10%,  0%,  8%,  4%
117,Take The Money And Run,Steve Miller Band,http://www.spotontrack.com/track/take-the-money-and-run/187949,https://open.spotify.com/track/1ZhrREyOOeFV6TxDOyiPwu,1ZhrREyOOeFV6TxDOyiPwu,,  98.41200000,  C,  Major,  57%,  63%,  84%,  5%,  0%,  5%,  17%
118,Walk on the Wild Side,Lou Reed,http://www.spotontrack.com/track/walk-on-the-wild-side/20485,https://open.spotify.com/track/0EFEkt29P7Icr7dO4vN6yk,0EFEkt29P7Icr7dO4vN6yk,,  104.50000000,  C,  Major,  56%,  26%,  38%,  65%,  0%,  11%,  9%
119,American Pie,Don McLean,http://www.spotontrack.com/track/american-pie/29945,https://open.spotify.com/track/1fDsrQ23eTAVFElUMaf38X,1fDsrQ23eTAVFElUMaf38X,,  138.45000000,  E,  Minor,  53%,  48%,  49%,  70%,  0%,  6%,  8%
120,Riders On The Storm,The Doors,http://www.spotontrack.com/track/riders-on-the-storm/17649,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,14XWXWv5FoCbFzLksawpEe,https://p.scdn.co/mp3-preview/3caccf01f5b9bdedbbc308568f1db7a5631ff5b9?cid=null,  103.88500000,  B,  Minor,  55%,  72%,  71%,  25%,  1%,  3%,  11%
121,Listen To The Music,The Doobie Brothers,http://www.spotontrack.com/track/listen-to-the-music/298511,https://open.spotify.com/track/7Ar4G7Ci11gpt6sfH9Cgz5,7Ar4G7Ci11gpt6sfH9Cgz5,https://p.scdn.co/mp3-preview/d67c39d43fa6704748a9958746699cf7a9b11e01?cid=null,  105.92900000,  C#,  Minor,  65%,  60%,  91%,  22%,  0%,  3%,  7%
