Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
1,Felices los 4,Maluma,http://www.spotontrack.com/track/felices-los-4/19115519,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,0qYTZCo5Bwh1nsUFGZP3zn,https://p.scdn.co/mp3-preview/1833b3eee258554c6ac92d3b39786ecfcd66a605?cid=null,  93.97300000,  F,  Major,  76%,  79%,  73%,  23%,  0%,  15%,  35%
2,Me Rehúso,Danny Ocean,http://www.spotontrack.com/track/me-rehuso/3067746,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ,6Zosz8w6CmdGMZM6p4JlbQ,https://p.scdn.co/mp3-preview/edd19436fa7da66fb119cdf301fcd1d1367e888d?cid=null,  104.82700000,  C#,  Major,  75%,  79%,  47%,  3%,  0%,  7%,  5%
3,Hey DJ,CNCO,http://www.spotontrack.com/track/hey-dj/16198821,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,209gZgcfLq2aUuu51vOWBl,https://p.scdn.co/mp3-preview/2f5806d124555f6d2d011dfd7342d718ac2b9d00?cid=null,  89.98000000,  F,  Major,  79%,  82%,  45%,  3%,  0%,  9%,  39%
4,Escápate Conmigo,Wisin,http://www.spotontrack.com/track/escpate-conmigo/13472518,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2cnKEkpVUSV4wnjQiTWfH6,https://p.scdn.co/mp3-preview/484d7d75b89ab7ef16ff52a02a5e1aa489aec825?cid=null,  92.02800000,  G#,  Minor,  75%,  86%,  75%,  2%,  0%,  6%,  9%
5,Despacito - Remix,Luis Fonsi,http://www.spotontrack.com/track/despacito-remix/18315714,https://open.spotify.com/track/6rPO02ozF3bM7NnOV4h6s2,6rPO02ozF3bM7NnOV4h6s2,,  88.35700000,  D,  Major,  63%,  82%,  81%,  22%,  0%,  15%,  9%
6,Una Lady Como Tú,Manuel Turizo,http://www.spotontrack.com/track/una-lady-como-tu/17452780,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,7MHN1aCFtLXjownGhvEQlF,https://p.scdn.co/mp3-preview/2e1770bdff7237a5fd2e91ef8b8df49a19ef1b49?cid=null,  94.98300000,  E,  Major,  79%,  48%,  86%,  55%,  0%,  4%,  35%
7,Shape of You,Ed Sheeran,http://www.spotontrack.com/track/shape-of-you/7006170,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,0FE9t6xYkqWXU2ahLh6D8X,https://p.scdn.co/mp3-preview/84462d8e1e4d0f9e5ccd06f0da390f65843774a2?cid=null,  95.97700000,  C#,  Minor,  83%,  65%,  93%,  58%,  0%,  8%,  9%
8,Attention,Charlie Puth,http://www.spotontrack.com/track/attention/19048533,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,4iLqG9SeJSnt0cSPICSjxv,https://p.scdn.co/mp3-preview/e20bdb50a10a7c5ada4bd34252bed3bfa3823b7a?cid=null,  100.04100000,  D#,  Minor,  77%,  63%,  76%,  10%,  0%,  4%,  8%
9,Déjame Te Explico,Reykon,http://www.spotontrack.com/track/dejame-te-explico/14939254,https://open.spotify.com/track/7jzpAD8q77nwEmSsqUeUjy,7jzpAD8q77nwEmSsqUeUjy,https://p.scdn.co/mp3-preview/3b24056f7f5d3b967b1006b38e05bfcdb2f48fba?cid=null,  92.99400000,  G,  Minor,  84%,  78%,  87%,  26%,  0%,  7%,  23%
10,Sigo Extrañándote,J Balvin,http://www.spotontrack.com/track/sigo-extranandote/961782,https://open.spotify.com/track/0k23rRi1B8ZHrKtzECGoyk,0k23rRi1B8ZHrKtzECGoyk,,  93.01300000,  A,  Major,  89%,  86%,  92%,  19%,  0%,  25%,  22%
11,Besándote,Piso 21,http://www.spotontrack.com/track/besandote/19018013,https://open.spotify.com/track/13X0XdLMOdtbXVtAj2ox4h,13X0XdLMOdtbXVtAj2ox4h,https://p.scdn.co/mp3-preview/5ce6f18e67841a5398f9b3ed986e08297daf96da?cid=null,  95.03700000,  G,  Major,  72%,  81%,  50%,  3%,  0%,  6%,  17%
12,Bon Appétit,Katy Perry,http://www.spotontrack.com/track/bon-appetit/20624714,https://open.spotify.com/track/6n36I6V2WU3J4wwBMqYDNk,6n36I6V2WU3J4wwBMqYDNk,,  106.03500000,  F#,  Major,  80%,  79%,  54%,  12%,  0%,  6%,  15%
13,There's Nothing Holdin' Me Back,Shawn Mendes,http://www.spotontrack.com/track/there-s-nothing-holdin-me-back/18933625,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml,7JJmb5XwzOO8jgpou264Ml,,  121.99100000,  D,  Major,  86%,  80%,  97%,  36%,  0%,  6%,  9%
14,Ganas Locas,Prince Royce,http://www.spotontrack.com/track/ganas-locas/9024631,https://open.spotify.com/track/1q20JlGeagkEjWC7xIvSZ4,1q20JlGeagkEjWC7xIvSZ4,,  176.01400000,  G,  Minor,  59%,  91%,  77%,  4%,  0%,  5%,  8%
15,I'm the One,DJ Khaled,http://www.spotontrack.com/track/i-m-the-one/20614606,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2,72Q0FQQo32KJloivv5xge2,https://p.scdn.co/mp3-preview/f6fdecfbaae1ed54bcfbae1bc2b088e8807c9783?cid=null,  80.98400000,  G,  Major,  60%,  67%,  81%,  5%,  0%,  4%,  13%
16,Me Enamoré,Shakira,http://www.spotontrack.com/track/me-enamore/16129471,https://open.spotify.com/track/4m5A5meIueOcDBpbqGvkQB,4m5A5meIueOcDBpbqGvkQB,,  103.63700000,  F,  Major,  71%,  88%,  93%,  21%,  0%,  10%,  9%
17,El Ratico,Juanes,http://www.spotontrack.com/track/el-ratico/19048945,https://open.spotify.com/track/4Rjk3niw3vm3Jl0Num2DDk,4Rjk3niw3vm3Jl0Num2DDk,,  177.90700000,  B,  Minor,  68%,  69%,  79%,  9%,  0%,  6%,  9%
18,El Amante,Nicky Jam,http://www.spotontrack.com/track/el-amante/7211642,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,3umS4y3uQDkqekNjVpiRUs,https://p.scdn.co/mp3-preview/efd798795aee9d827b2a938e044d8e1d96e3d94f?cid=null,  179.91000000,  G#,  Major,  68%,  69%,  75%,  24%,  0%,  4%,  14%
19,Break Up Every Night,The Chainsmokers,http://www.spotontrack.com/track/break-up-every-night/16112641,https://open.spotify.com/track/6cPyTS0Kk2sc4xQwC93kOg,6cPyTS0Kk2sc4xQwC93kOg,https://p.scdn.co/mp3-preview/119d2078bf60742215150fde0c1ecd7237ef9bce?cid=null,  149.99900000,  C#,  Major,  62%,  81%,  54%,  0%,  0%,  4%,  9%
20,SUBEME LA RADIO,Enrique Iglesias,http://www.spotontrack.com/track/subeme-la-radio/9927880,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,7nKBxz47S9SD79N086fuhn,https://p.scdn.co/mp3-preview/0c5945ac04ea45dbc3f44615241bc070415a80f0?cid=null,  91.04800000,  A,  Minor,  68%,  82%,  65%,  7%,  0%,  8%,  11%
21,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,http://www.spotontrack.com/track/hey-ma-feat-camila-cabello-spanish-version/11565636,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez,2Vdub5mY4lad7w64bFPUez,https://p.scdn.co/mp3-preview/70e4ad03b8b5f39389c1c446ea79abcc2795e931?cid=null,  104.56300000,  C,  Major,  49%,  96%,  51%,  3%,  0%,  22%,  13%
22,Loca (feat. Cali Y El Dandee),Maite Perroni,http://www.spotontrack.com/track/loca-feat-cali-y-el-dandee/22806443,https://open.spotify.com/track/05ZXXyeZFhZtA6DAP3Aw7x,05ZXXyeZFhZtA6DAP3Aw7x,https://p.scdn.co/mp3-preview/a911d66410aca2d0123b7897a5b294f6540883d8?cid=null,  95.01900000,  A,  Major,  75%,  84%,  61%,  11%,  0%,  5%,  9%
23,Stay (with Alessia Cara),Zedd,http://www.spotontrack.com/track/stay-with-alessia-cara/9893206,https://open.spotify.com/track/6uBhi9gBXWjanegOb2Phh0,6uBhi9gBXWjanegOb2Phh0,,  101.38400000,  F,  Minor,  46%,  63%,  54%,  24%,  0%,  11%,  12%
24,It Ain't Me (with Selena Gomez),Kygo,http://www.spotontrack.com/track/it-ain-t-me-with-selena-gomez/9075073,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,3eR23VReFzcdmS7TYCrhCe,https://p.scdn.co/mp3-preview/14c4f664755de848314b8acafae1f18fcc4f8660?cid=null,  99.96800000,  C,  Major,  64%,  53%,  50%,  12%,  0%,  7%,  9%
25,No Promises (feat. Demi Lovato),Cheat Codes,http://www.spotontrack.com/track/no-promises-feat-demi-lovato/14790210,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,1louJpMmzEicAn7lzDalPW,https://p.scdn.co/mp3-preview/eb769786f45b9fe4852d38b4db9e2b4774e8781d?cid=null,  112.95600000,  A#,  Major,  74%,  67%,  61%,  6%,  0%,  13%,  11%
26,Still Got Time,ZAYN,http://www.spotontrack.com/track/still-got-time/13465989,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl,000xQL6tZNLJzIrtIgxqSl,https://p.scdn.co/mp3-preview/2385471a5d35709ad90e368dacabe4082af4541a?cid=null,  120.96300000,  G,  Major,  75%,  63%,  51%,  13%,  0%,  6%,  9%
27,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,http://www.spotontrack.com/track/swalla-feat-nicki-minaj-ty-dolla-ign/9893334,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,6kex4EBAj0WHXDKZMEJaaF,https://p.scdn.co/mp3-preview/9aa4e0500aae8b33d04f031c454688890ab06468?cid=null,  98.06400000,  C#,  Major,  70%,  82%,  78%,  8%,  0%,  11%,  19%
28,Si Tú La Ves,Nicky Jam,http://www.spotontrack.com/track/si-tu-la-ves/7211644,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE,4yN6xPLopmTLvc27pO9LIE,https://p.scdn.co/mp3-preview/8f7e66cf1c4560c828e5f318caf31d6715ec8538?cid=null,  177.91200000,  F,  Minor,  69%,  73%,  78%,  20%,  0%,  9%,  7%
29,Bailame,Nacho,http://www.spotontrack.com/track/bailame/17724683,https://open.spotify.com/track/7jowCMiXsGLxJp9LTw6ole,7jowCMiXsGLxJp9LTw6ole,,  95.92800000,  F#,  Major,  80%,  87%,  52%,  16%,  0%,  18%,  5%
30,Qué Me Has Hecho,Chayanne,http://www.spotontrack.com/track/que-me-has-hecho/19018014,https://open.spotify.com/track/3nUNwSYEUv9bmUc3de0Owv,3nUNwSYEUv9bmUc3de0Owv,https://p.scdn.co/mp3-preview/3e31b66cbb056dfd343c1493759a010835d0bd34?cid=null,  95.02800000,  B,  Major,  75%,  87%,  53%,  18%,  0%,  4%,  31%
31,Cold,Maroon 5,http://www.spotontrack.com/track/cold/8894562,https://open.spotify.com/track/52yOf7Ls1u5AO3cFIzQ58m,52yOf7Ls1u5AO3cFIzQ58m,,  99.90900000,  A,  Minor,  70%,  71%,  48%,  12%,  0%,  10%,  4%
32,Te Quiero Más,Urband 5,http://www.spotontrack.com/track/te-quiero-mas/16198824,https://open.spotify.com/track/6oDUYFt7NtxsXDxmBadL3M,6oDUYFt7NtxsXDxmBadL3M,https://p.scdn.co/mp3-preview/87f26157cf7507104f385a9556ddcfaae5c6c80f?cid=null,  180.08100000,  B,  Major,  61%,  86%,  71%,  31%,  0%,  13%,  13%
33,Tu Foto,Ozuna,http://www.spotontrack.com/track/tu-foto/20718450,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,0Szp49tpFasIjX04Mcsydp,https://p.scdn.co/mp3-preview/15753ad31fedd22555a41accf15379de94e62492?cid=null,  175.90700000,  G,  Major,  74%,  48%,  78%,  21%,  0%,  5%,  9%
34,Sé Que Te Duele,Alejandro Fernandez,http://www.spotontrack.com/track/se-que-te-duele/7505866,https://open.spotify.com/track/2pUsl7G4TUlklHmCV5L1Gx,2pUsl7G4TUlklHmCV5L1Gx,,  94.92600000,  A,  Major,  68%,  87%,  77%,  22%,  0%,  7%,  12%
35,That's What I Like,Bruno Mars,http://www.spotontrack.com/track/that-s-what-i-like/5576083,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,0KKkJNfGyhkQ5aFogxQAPU,https://p.scdn.co/mp3-preview/f09116ce18bd77f543e68a925e5a96509e79ac6a?cid=null,  134.06600000,  C#,  Major,  85%,  56%,  85%,  1%,  0%,  4%,  9%
