Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
1,Mask Off - Remix,Future,http://www.spotontrack.com/track/mask-off-remix/23679189,https://open.spotify.com/track/6DB2KOEwHnjkgEnBt5SdeJ,6DB2KOEwHnjkgEnBt5SdeJ,https://p.scdn.co/mp3-preview/c51f0986f9a2e8d6058044b9d0b136b20766a99f?cid=null,  150.00500000,  D,  Major,  73%,  43%,  23%,  1%,  2%,  40%,  51%
2,Don't Get Too High,Bryson Tiller,http://www.spotontrack.com/track/don-t-get-too-high/23784385,https://open.spotify.com/track/5lEiraOkg8SpRg9SXU67oi,5lEiraOkg8SpRg9SXU67oi,https://p.scdn.co/mp3-preview/2b3ffff096ecebc6592a8849d6841e658b17d8de?cid=null,  123.99900000,  C#,  Major,  88%,  48%,  44%,  1%,  0%,  7%,  12%
3,HUMBLE.,Kendrick Lamar,http://www.spotontrack.com/track/humble/17622702,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,7KXjTSCq5nL1LoYtL7XAwS,,  150.02000000,  C#,  Minor,  90%,  61%,  43%,  0%,  0%,  9%,  10%
4,Dance With The Devil,Gucci Mane,http://www.spotontrack.com/track/dance-with-the-devil/23779860,https://open.spotify.com/track/6RFGykMl5wP1gMPccCY9oB,6RFGykMl5wP1gMPccCY9oB,https://p.scdn.co/mp3-preview/6dddb7fb4a8720951a83d6e8bbdd15cc30ff55db?cid=null,  174.00900000,  G,  Major,  77%,  44%,  19%,  5%,  0%,  13%,  11%
5,T-Shirt,Migos,http://www.spotontrack.com/track/t-shirt/7405034,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,7KOlJ92bu51cltsD9KU5I7,https://p.scdn.co/mp3-preview/edd2f6579cc0e33d93b4348cab6b7dfee0dfedbc?cid=null,  139.02300000,  A#,  Minor,  87%,  69%,  52%,  24%,  0%,  22%,  16%
6,Handsome And Wealthy,Migos,http://www.spotontrack.com/track/handsome-and-wealthy/441571,https://open.spotify.com/track/61zTSexBvC42Db8jxMHuKx,61zTSexBvC42Db8jxMHuKx,https://p.scdn.co/mp3-preview/d86469722a8b0b3bb079b8d1128202804c7ada7e?cid=null,  146.03100000,  D,  Major,  86%,  67%,  24%,  0%,  0%,  10%,  9%
7,Peek A Boo,Lil Yachty,http://www.spotontrack.com/track/peek-a-boo/17722317,https://open.spotify.com/track/1iTWoKAdilGEmit6xhQZje,1iTWoKAdilGEmit6xhQZje,,  127.03900000,  C#,  Major,  95%,  59%,  27%,  7%,  0%,  31%,  8%
8,DNA.,Kendrick Lamar,http://www.spotontrack.com/track/dna/17622696,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,6HZILIRieu8S0iqY8kIKhj,,  139.93100000,  C#,  Major,  64%,  51%,  38%,  0%,  0%,  37%,  9%
9,XO TOUR Llif3,Lil Uzi Vert,http://www.spotontrack.com/track/xo-tour-llif3/13473766,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,2eMwDehkIC1j68U6FA3Eiq,https://p.scdn.co/mp3-preview/7add10ee576e9017030c09aa6d8bcaf682714859?cid=null,  154.88800000,  B,  Minor,  72%,  67%,  53%,  0%,  0%,  8%,  11%
10,You Was Right,Lil Uzi Vert,http://www.spotontrack.com/track/you-was-right/279947,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,2ANLarE8yHVsLWW21nj79M,https://p.scdn.co/mp3-preview/5e922ed555267f903503958d68ea28879aa7cf71?cid=null,  81.98700000,  C,  Major,  84%,  36%,  16%,  7%,  0%,  46%,  12%
