Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
30,La Bicicleta,Carlos Vives,http://www.spotontrack.com/track/la-bicicleta/279184,https://open.spotify.com/track/43it4kot08akLzFIEMhXNN,43it4kot08akLzFIEMhXNN,https://p.scdn.co/mp3-preview/5225541bbd6172b4259bf190fa22887ad5575270?cid=null,  179.98400000,  C,  Major,  75%,  96%,  95%,  21%,  0%,  13%,  33%
31,Dile Que Tu Me Quieres,Ozuna,http://www.spotontrack.com/track/dile-que-tu-me-quieres/292126,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,20ZAJdsKB5IGbGj4ilRt2o,https://p.scdn.co/mp3-preview/331afeaaec0fc2d225b7942cccc27483e363ab91?cid=null,  175.91400000,  C#,  Major,  72%,  69%,  83%,  10%,  0%,  8%,  7%
32,Borro Cassette,Maluma,http://www.spotontrack.com/track/borro-cassette/582,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,6DUdDIRgLqCGq1DwkNWQTN,https://p.scdn.co/mp3-preview/23bbc50379565e569308c2107e30e2cc4c70e6d7?cid=null,  175.95000000,  F,  Minor,  73%,  70%,  79%,  13%,  0%,  11%,  15%
33,Sé Que Te Duele,Alejandro Fernandez,http://www.spotontrack.com/track/se-que-te-duele/8643675,https://open.spotify.com/track/5vZfgeDfNhlkKeJqjzSAmg,5vZfgeDfNhlkKeJqjzSAmg,,  94.95400000,  A,  Major,  68%,  86%,  77%,  25%,  0%,  7%,  10%
34,Deja vu,Prince Royce,http://www.spotontrack.com/track/deja-vu/9936230,https://open.spotify.com/track/46HdsiK0uR26B2dY9QPzda,46HdsiK0uR26B2dY9QPzda,https://p.scdn.co/mp3-preview/e2a1548c47824ce5b5adcd52a5f55145ce65e205?cid=null,  123.98100000,  A,  Major,  73%,  80%,  82%,  39%,  0%,  3%,  31%
35,DUELE EL CORAZON,Enrique Iglesias,http://www.spotontrack.com/track/duele-el-corazon/244963,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,6YZdkObH88npeKrrkb8Ggf,https://p.scdn.co/mp3-preview/c0e77d080b527c192863bbfc7d374b742c831525?cid=null,  90.99900000,  G#,  Minor,  72%,  90%,  85%,  8%,  0%,  10%,  23%
36,Chillax,Farruko,http://www.spotontrack.com/track/chillax/2528,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,1lxswgIpzV6HhENRvkflES,https://p.scdn.co/mp3-preview/62eee69ae1e2f6a32054611efef1e1a0f9d9c2ec?cid=null,  92.05700000,  C#,  Minor,  83%,  65%,  51%,  7%,  0%,  8%,  25%
37,Andas En Mi Cabeza,Chino & Nacho,http://www.spotontrack.com/track/andas-en-mi-cabeza/5117,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,5mey7CLLuFToM2P68Qu1gF,,  104.02900000,  A,  Major,  68%,  95%,  52%,  2%,  0%,  12%,  11%
38,Hasta el Amanecer,Nicky Jam,http://www.spotontrack.com/track/hasta-el-amanecer/7211659,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,5Fim1gaXBgsiFfsQAfQSDS,https://p.scdn.co/mp3-preview/5c5ff0fe757a98ba0cf0ac6a033f8cecc6595845?cid=null,  94.01300000,  F#,  Minor,  83%,  61%,  58%,  28%,  0%,  4%,  8%
39,Bailame Despacio,Xantos,http://www.spotontrack.com/track/bailame-despacio/18665630,https://open.spotify.com/track/4OaTpLJIa2harufGxfOPUu,4OaTpLJIa2harufGxfOPUu,https://p.scdn.co/mp3-preview/2cd657dc0aae6b000ee3a4f6357510a6dd76b7f7?cid=null,  88.01500000,  D,  Major,  69%,  72%,  59%,  16%,  0%,  6%,  15%
40,Shaky Shaky,Daddy Yankee,http://www.spotontrack.com/track/shaky-shaky/246203,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,58IL315gMSTD37DOZPJ2hf,,  88.00700000,  F#,  Minor,  90%,  63%,  87%,  8%,  0%,  29%,  6%
41,Qué Gano Olvidándote - Versión Urbana,Reik,http://www.spotontrack.com/track/que-gano-olvidandote-version-urbana/5114867,https://open.spotify.com/track/3H179O48ynsu9q8LOnFQZY,3H179O48ynsu9q8LOnFQZY,https://p.scdn.co/mp3-preview/0767d737792fcfb1a0597ce6201e2be107075019?cid=null,  197.98900000,  B,  Minor,  49%,  89%,  66%,  9%,  0%,  9%,  10%
42,Hula Hoop,Daddy Yankee,http://www.spotontrack.com/track/hula-hoop/10536339,https://open.spotify.com/track/7BEI30TTNhwnkCyNUDmFrr,7BEI30TTNhwnkCyNUDmFrr,,  176.04800000,  F#,  Major,  80%,  82%,  94%,  11%,  0%,  8%,  9%
43,Ando buscando (feat. Piso 21),Carlos Baute,http://www.spotontrack.com/track/ando-buscando-feat-piso-21/6715763,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,7BwJtE8KSbCQKOCTIAY3jX,https://p.scdn.co/mp3-preview/e52ac3dfb8309e92e057bff3484ca2f7dac2e3ad?cid=null,  98.00300000,  G,  Minor,  71%,  84%,  66%,  7%,  0%,  5%,  7%
44,Amárrame,Mon Laferte,http://www.spotontrack.com/track/amarrame/20721537,https://open.spotify.com/track/0u13src3QcditRU5VPduML,0u13src3QcditRU5VPduML,,  90.03900000,  F,  Minor,  68%,  68%,  80%,  22%,  0%,  4%,  11%
45,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,http://www.spotontrack.com/track/ya-me-entere-urban-version/798008,https://open.spotify.com/track/2SSYqDX8KTgy01NlqtUo0F,2SSYqDX8KTgy01NlqtUo0F,https://p.scdn.co/mp3-preview/440747bbc2a644aa2693f767e0ca377852e85a19?cid=null,  114.67900000,  A,  Major,  77%,  74%,  80%,  23%,  0%,  4%,  14%
46,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,http://www.spotontrack.com/track/mi-tesoro-feat-nicky-jam/2187140,https://open.spotify.com/track/5HABnFSYvl6mTmg8nSdzHa,5HABnFSYvl6mTmg8nSdzHa,https://p.scdn.co/mp3-preview/f775dccc43851260c528186439497067febf331d?cid=null,  93.00300000,  A#,  Major,  73%,  71%,  48%,  8%,  0%,  3%,  9%
47,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,http://www.spotontrack.com/track/si-me-dices-que-si-feat-nicky-jam/3163676,https://open.spotify.com/track/3noN1TxpjbjjmKqssghvg8,3noN1TxpjbjjmKqssghvg8,https://p.scdn.co/mp3-preview/5d2b625f5e113eb13d176e99a5ab2ef6b37ee945?cid=null,  172.06900000,  G,  Major,  67%,  68%,  79%,  19%,  0%,  12%,  17%
48,Tú Sí Sabes Quererme,Natalia Lafourcade,http://www.spotontrack.com/track/tu-si-sabes-quererme/7402270,https://open.spotify.com/track/2gvhbU2mvwxITWzCI0q9CS,2gvhbU2mvwxITWzCI0q9CS,https://p.scdn.co/mp3-preview/d84f3693e66491356b29ebcf8972a7abd0c7ae9e?cid=null,  169.84200000,  C#,  Minor,  61%,  57%,  81%,  80%,  0%,  7%,  12%
49,Fuego,Juanes,http://www.spotontrack.com/track/fuego/2906840,https://open.spotify.com/track/6SdlwHgDMQ0f2UAbG5nM0a,6SdlwHgDMQ0f2UAbG5nM0a,,  95.00300000,  C,  Major,  78%,  66%,  92%,  5%,  0%,  8%,  13%
50,Al Filo de Tu Amor,Carlos Vives,http://www.spotontrack.com/track/al-filo-de-tu-amor/7317791,https://open.spotify.com/track/77a9893yxuz36cBUmBzA8E,77a9893yxuz36cBUmBzA8E,https://p.scdn.co/mp3-preview/ec73f1a20417dadea44e82373e598b9c00ce1cd6?cid=null,  97.98000000,  C#,  Minor,  71%,  90%,  84%,  5%,  0%,  6%,  16%
