Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
11,Bebé - Remix,Brytiago,http://www.spotontrack.com/track/bebe-remix/22006677,https://open.spotify.com/track/2jVJYU4X3aD8hlTco3MlsN,2jVJYU4X3aD8hlTco3MlsN,https://p.scdn.co/mp3-preview/b3a1f346d0ec0b50442752fbe2e85de033d7928b?cid=null,  172.00000000,  F,  Minor,  62%,  75%,  86%,  17%,  0%,  6%,  47%
12,Shape of You (Latin Remix) [feat. Zion & Lennox],Ed Sheeran,http://www.spotontrack.com/track/shape-of-you-latin-remix-feat-zion-lennox/12617600,https://open.spotify.com/track/5nCtCCB5i1OfbADvynNw0i,5nCtCCB5i1OfbADvynNw0i,https://p.scdn.co/mp3-preview/0b407c654c3f5b87f925b55c10859c96874c23d6?cid=null,  95.99500000,  C#,  Minor,  79%,  87%,  45%,  17%,  0%,  9%,  4%
13,Despacito - Remix,Luis Fonsi,http://www.spotontrack.com/track/despacito-remix/18316246,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,5CtI0qwDJkDQGwXD1H1cLb,,  88.93100000,  D,  Major,  69%,  82%,  83%,  23%,  0%,  12%,  9%
14,Besándote,Piso 21,http://www.spotontrack.com/track/besandote/19018013,https://open.spotify.com/track/13X0XdLMOdtbXVtAj2ox4h,13X0XdLMOdtbXVtAj2ox4h,https://p.scdn.co/mp3-preview/5ce6f18e67841a5398f9b3ed986e08297daf96da?cid=null,  95.03700000,  G,  Major,  72%,  81%,  50%,  3%,  0%,  6%,  17%
15,Si Tú La Ves,Nicky Jam,http://www.spotontrack.com/track/si-tu-la-ves/7211644,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE,4yN6xPLopmTLvc27pO9LIE,https://p.scdn.co/mp3-preview/8f7e66cf1c4560c828e5f318caf31d6715ec8538?cid=null,  177.91200000,  F,  Minor,  69%,  73%,  78%,  20%,  0%,  9%,  7%
16,La Rompe Corazones,Daddy Yankee,http://www.spotontrack.com/track/la-rompe-corazones/7126224,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3,4okba5wu9mMLXx79DXLKi3,,  176.01800000,  F,  Minor,  69%,  86%,  89%,  12%,  0%,  6%,  32%
17,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,http://www.spotontrack.com/track/hey-ma-feat-camila-cabello-spanish-version/11565636,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez,2Vdub5mY4lad7w64bFPUez,https://p.scdn.co/mp3-preview/70e4ad03b8b5f39389c1c446ea79abcc2795e931?cid=null,  104.56300000,  C,  Major,  49%,  96%,  51%,  3%,  0%,  22%,  13%
18,Mi Religión,Yandel,http://www.spotontrack.com/track/mi-religion/21912410,https://open.spotify.com/track/2bdD0eYH8XirjVAXq68JAN,2bdD0eYH8XirjVAXq68JAN,https://p.scdn.co/mp3-preview/c49df7b4bacd9af39775e5149da0b6bf7a94c0c9?cid=null,  90.01200000,  C#,  Minor,  76%,  83%,  68%,  9%,  0%,  5%,  22%
19,Una Lady Como Tú,Manuel Turizo,http://www.spotontrack.com/track/una-lady-como-tu/17452780,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,7MHN1aCFtLXjownGhvEQlF,https://p.scdn.co/mp3-preview/2e1770bdff7237a5fd2e91ef8b8df49a19ef1b49?cid=null,  94.98300000,  E,  Major,  79%,  48%,  86%,  55%,  0%,  4%,  35%
20,Alguien Robo,Sebastian Yatra,http://www.spotontrack.com/track/alguien-robo/8641840,https://open.spotify.com/track/7gpccT9M7V3NGWDlxKVQzt,7gpccT9M7V3NGWDlxKVQzt,,  92.96600000,  C,  Major,  74%,  92%,  65%,  10%,  0%,  10%,  18%
21,Kung Fu,Dasoul,http://www.spotontrack.com/track/kung-fu/19017880,https://open.spotify.com/track/0B6GRS3vGtzu6w5BQXqWMq,0B6GRS3vGtzu6w5BQXqWMq,,  104.99600000,  C#,  Major,  82%,  80%,  56%,  14%,  0%,  7%,  9%
22,Te Quiero Pa´Mi,Don Omar,http://www.spotontrack.com/track/te-quiero-pa-mi/5114849,https://open.spotify.com/track/5EOLsMBMXN4NClB64pHKWk,5EOLsMBMXN4NClB64pHKWk,,  88.99400000,  C#,  Major,  76%,  81%,  60%,  13%,  0%,  7%,  18%
23,SUBEME LA RADIO REMIX,Enrique Iglesias,http://www.spotontrack.com/track/subeme-la-radio-remix/19018015,https://open.spotify.com/track/0onCLPhdvmk8VA4gJvB4NS,0onCLPhdvmk8VA4gJvB4NS,https://p.scdn.co/mp3-preview/bea100aadd08dd3f77edc8af0808ed48dd19e8cb?cid=null,  91.04300000,  C,  Major,  68%,  82%,  63%,  7%,  0%,  8%,  14%
24,Encanto,Don Omar,http://www.spotontrack.com/track/encanto/13354579,https://open.spotify.com/track/0OEQGwBfL4b9KX0RwfOiW6,0OEQGwBfL4b9KX0RwfOiW6,,  172.00300000,  G#,  Major,  75%,  88%,  91%,  15%,  0%,  5%,  8%
25,Mala Mujer,C. Tangana,http://www.spotontrack.com/track/mala-mujer/23764313,https://open.spotify.com/track/6puxHBNwu2Nmm7uD3Rd2MP,6puxHBNwu2Nmm7uD3Rd2MP,https://p.scdn.co/mp3-preview/39af84e95dbc63b3e92b91a1355b0fba0a2336fa?cid=null,  100.99900000,  C,  Minor,  83%,  68%,  42%,  25%,  0%,  9%,  7%
26,Si No Vuelves,Gente De Zona,http://www.spotontrack.com/track/si-no-vuelves/16198121,https://open.spotify.com/track/0PE1dlvMZeBqEbm4BtVVSZ,0PE1dlvMZeBqEbm4BtVVSZ,https://p.scdn.co/mp3-preview/a5d573d4956ab28e9f01b23debf08fb652dea40b?cid=null,  92.02100000,  F#,  Minor,  68%,  91%,  68%,  10%,  0%,  4%,  33%
27,Traicionera - Remix,Sebastian Yatra,http://www.spotontrack.com/track/traicionera-remix/6548400,https://open.spotify.com/track/2webQDZmtGioeu3zUUi9We,2webQDZmtGioeu3zUUi9We,,  91.06000000,  C#,  Minor,  77%,  75%,  86%,  3%,  0%,  6%,  38%
28,Otra Vez (feat. J Balvin),Zion & Lennox,http://www.spotontrack.com/track/otra-vez-feat-j-balvin/1779402,https://open.spotify.com/track/7pk3EpFtmsOdj8iUhjmeCM,7pk3EpFtmsOdj8iUhjmeCM,https://p.scdn.co/mp3-preview/79c8c9edc4f1ced9dbc368f24374421ed0a33005?cid=null,  96.01600000,  A#,  Major,  83%,  77%,  71%,  6%,  0%,  10%,  44%
29,Quiéreme,Jacob Forever,http://www.spotontrack.com/track/quiereme/23780564,https://open.spotify.com/track/4sA0dk2U5tJiPYtx3ZrbIf,4sA0dk2U5tJiPYtx3ZrbIf,https://p.scdn.co/mp3-preview/98f0f0841bdf96bab45fb20f4506a67d91a9eb86?cid=null,  176.10100000,  D,  Major,  61%,  71%,  40%,  38%,  0%,  6%,  15%
30,Déjame Te Explico,Reykon,http://www.spotontrack.com/track/dejame-te-explico/14939254,https://open.spotify.com/track/7jzpAD8q77nwEmSsqUeUjy,7jzpAD8q77nwEmSsqUeUjy,https://p.scdn.co/mp3-preview/3b24056f7f5d3b967b1006b38e05bfcdb2f48fba?cid=null,  92.99400000,  G,  Minor,  84%,  78%,  87%,  26%,  0%,  7%,  23%
31,Me Llamas (feat. Maluma) - Remix,Piso 21,http://www.spotontrack.com/track/me-llamas-feat-maluma-remix/6484238,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,5hEM0JchdVzQ5PwvSfITeX,https://p.scdn.co/mp3-preview/85095843e1751ea3c834e853e4e02d906e5b7fc6?cid=null,  93.05000000,  G,  Minor,  76%,  84%,  74%,  55%,  0%,  5%,  7%
32,Dile Que Tu Me Quieres Remix (feat. Yandel),Ozuna,http://www.spotontrack.com/track/dile-que-tu-me-quieres-remix-feat-yandel/11607449,https://open.spotify.com/track/09QOedW1xozFDsXUI7jTeV,09QOedW1xozFDsXUI7jTeV,https://p.scdn.co/mp3-preview/6e2405ebcc4f13e3458f94e47ed9478f3d76ee59?cid=null,  175.93600000,  C#,  Major,  71%,  74%,  89%,  10%,  0%,  6%,  6%
33,Reggaetón Lento (Bailemos) - Remix,CNCO,http://www.spotontrack.com/track/reggaeton-lento-bailemos-remix/9144957,https://open.spotify.com/track/1T45DsQ4HFLJgthyedAa8V,1T45DsQ4HFLJgthyedAa8V,https://p.scdn.co/mp3-preview/df4f67e864cf52d9f9c1f51c88c30b5c0c7cd13a?cid=null,  93.99600000,  E,  Minor,  74%,  86%,  76%,  37%,  0%,  5%,  24%
34,Gyal You A Party Animal - Remix,Charly Black,http://www.spotontrack.com/track/gyal-you-a-party-animal-remix/3508282,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,1AkTW13ysu0AJrwuM6UY0I,,  101.03200000,  C,  Major,  72%,  89%,  71%,  7%,  0%,  9%,  36%
35,Lumbra,Cali Y El Dandee,http://www.spotontrack.com/track/lumbra/7212467,https://open.spotify.com/track/7dx0Funwrd0LRvquDFQ8fv,7dx0Funwrd0LRvquDFQ8fv,,  184.21200000,  C,  Major,  63%,  85%,  84%,  6%,  0%,  6%,  62%
36,A Ella,Karol G,http://www.spotontrack.com/track/a-ella/22005796,https://open.spotify.com/track/4N5qvaVICVIRxBXGW3FwGa,4N5qvaVICVIRxBXGW3FwGa,,  181.92100000,  D,  Major,  73%,  77%,  57%,  22%,  0%,  21%,  13%
37,Vacaciones - Remix,Wisin,http://www.spotontrack.com/track/vacaciones-remix/11565670,https://open.spotify.com/track/42QpgFFhu8SIKFK2dp0kUj,42QpgFFhu8SIKFK2dp0kUj,https://p.scdn.co/mp3-preview/9d5c8bf2594e298f4b8eefa2ccc703fc022d8d50?cid=null,  96.02700000,  F#,  Minor,  70%,  93%,  58%,  8%,  0%,  7%,  37%
38,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,http://www.spotontrack.com/track/mi-tesoro-feat-nicky-jam/2187140,https://open.spotify.com/track/5HABnFSYvl6mTmg8nSdzHa,5HABnFSYvl6mTmg8nSdzHa,https://p.scdn.co/mp3-preview/f775dccc43851260c528186439497067febf331d?cid=null,  93.00300000,  A#,  Major,  73%,  71%,  48%,  8%,  0%,  3%,  9%
39,Te Dejaste Amar,Messiah,http://www.spotontrack.com/track/te-dejaste-amar/20719479,https://open.spotify.com/track/1BEXg4Pahul1HOXh1ngIr8,1BEXg4Pahul1HOXh1ngIr8,https://p.scdn.co/mp3-preview/0897ffc89645de8911e957a9a6540a3dcea89968?cid=null,  175.77300000,  A#,  Major,  63%,  84%,  43%,  0%,  0%,  7%,  17%
40,Qué Gano Olvidándote - Versión Urbana,Reik,http://www.spotontrack.com/track/que-gano-olvidandote-version-urbana/5114867,https://open.spotify.com/track/3H179O48ynsu9q8LOnFQZY,3H179O48ynsu9q8LOnFQZY,https://p.scdn.co/mp3-preview/0767d737792fcfb1a0597ce6201e2be107075019?cid=null,  197.98900000,  B,  Minor,  49%,  89%,  66%,  9%,  0%,  9%,  10%
41,Aprovéchame,Andy Rivera,http://www.spotontrack.com/track/aprovechame/13473528,https://open.spotify.com/track/4pkCB8ZslWoCF0xoKqNRqp,4pkCB8ZslWoCF0xoKqNRqp,https://p.scdn.co/mp3-preview/74e974d3a401f2abaa9c3f2d68c402ce4dbe5084?cid=null,  178.03200000,  B,  Major,  79%,  75%,  74%,  24%,  0%,  11%,  6%
42,"Simple (feat. Cosculluela, Nengo Flow & Baby Rasta y Gringo)",DJ Luian,http://www.spotontrack.com/track/simple-feat-cosculluela-nengo-flow-baby-rasta-y-gringo/7446898,https://open.spotify.com/track/15kZDQoTtpkya2kG8ZPJoi,15kZDQoTtpkya2kG8ZPJoi,https://p.scdn.co/mp3-preview/0880d4f0982be2f87bed6f45e67d9c7c0d62a1b3?cid=null,  168.06200000,  F,  Minor,  75%,  61%,  84%,  18%,  0%,  26%,  13%
43,Egoísta,Justin Quiles,http://www.spotontrack.com/track/egoista/1764932,https://open.spotify.com/track/36Qkg6aDkgeOHT2ShvBNr5,36Qkg6aDkgeOHT2ShvBNr5,,  169.85900000,  F#,  Minor,  53%,  81%,  44%,  4%,  0%,  39%,  50%
44,911,Feid,http://www.spotontrack.com/track/911/20718414,https://open.spotify.com/track/07krsMHkiKVKjtZGa8b1Bp,07krsMHkiKVKjtZGa8b1Bp,,  102.98000000,  F#,  Major,  78%,  85%,  54%,  5%,  0%,  12%,  15%
45,Más Que Ayer,Arcangel,http://www.spotontrack.com/track/mas-que-ayer/9145481,https://open.spotify.com/track/37vqCDZ6g5pZ5gqDS90MDP,37vqCDZ6g5pZ5gqDS90MDP,https://p.scdn.co/mp3-preview/bd502d6f27ba625f7d753b61bd12f8c79969e9dd?cid=null,  89.98500000,  G,  Major,  71%,  69%,  56%,  27%,  0%,  3%,  9%
46,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,http://www.spotontrack.com/track/si-me-dices-que-si-feat-nicky-jam/3064875,https://open.spotify.com/track/2zEkC9Ef7ALyRf0Cwblq3J,2zEkC9Ef7ALyRf0Cwblq3J,https://p.scdn.co/mp3-preview/5d2b625f5e113eb13d176e99a5ab2ef6b37ee945?cid=null,  172.06900000,  G,  Major,  67%,  68%,  79%,  19%,  0%,  12%,  17%
47,No Se Ve,Anonimus,http://www.spotontrack.com/track/no-se-ve/3286623,https://open.spotify.com/track/05BQXXeiwvZflgUZd7QavE,05BQXXeiwvZflgUZd7QavE,https://p.scdn.co/mp3-preview/1dc3a4e046d39335612297a12ada33a0bafa965e?cid=null,  179.94000000,  F#,  Minor,  72%,  79%,  69%,  18%,  0%,  14%,  8%
48,Bailame Despacio,Xantos,http://www.spotontrack.com/track/bailame-despacio/14339,https://open.spotify.com/track/3RyZEdTyJlARGByMo3cUiQ,3RyZEdTyJlARGByMo3cUiQ,https://p.scdn.co/mp3-preview/b84bfbe3bb8d5115fc5e74dc6906c930312259dd?cid=null,  175.99700000,  D,  Major,  61%,  74%,  71%,  12%,  0%,  6%,  17%
49,Si Ella Quisiera (Remix) [feat. Yandel & Gadiel],Justin Quiles,http://www.spotontrack.com/track/si-ella-quisiera-remix-feat-yandel-gadiel/5115877,https://open.spotify.com/track/3RSHnTUR6kZ4phzf4gSw7x,3RSHnTUR6kZ4phzf4gSw7x,,  90.12000000,  A,  Minor,  76%,  69%,  73%,  4%,  0%,  11%,  18%
50,Sin Contrato - Remix,Maluma,http://www.spotontrack.com/track/sin-contrato-remix/5490112,https://open.spotify.com/track/2xNZeeqmwMPVKnD7FSQfgt,2xNZeeqmwMPVKnD7FSQfgt,https://p.scdn.co/mp3-preview/af0d14c133369c53c2277c2e959b08d6d2a375ba?cid=null,  96.05300000,  E,  Minor,  73%,  91%,  66%,  3%,  0%,  16%,  10%
