Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
18,Privacy,Chris Brown,http://www.spotontrack.com/track/privacy/13878084,https://open.spotify.com/track/2Vf2Pflg5rTWSvSCK4qq4A,2Vf2Pflg5rTWSvSCK4qq4A,https://p.scdn.co/mp3-preview/52c7b23689b607405fb5b2c814bb70de12e7bf82?cid=null,  97.09200000,  C,  Major,  74%,  58%,  44%,  15%,  0%,  38%,  11%
19,My Man,Tamar Braxton,http://www.spotontrack.com/track/my-man/21065615,https://open.spotify.com/track/4ctKgQYVylwXd8XoXmCcjr,4ctKgQYVylwXd8XoXmCcjr,https://p.scdn.co/mp3-preview/18559665e064caadfe68f5516dfd57dc0705b184?cid=null,  117.84300000,  G#,  Major,  41%,  40%,  32%,  28%,  0%,  4%,  8%
20,Distraction,Kehlani,http://www.spotontrack.com/track/distraction/1636473,https://open.spotify.com/track/6PZXuNz6BVlL3rT5dwdFWm,6PZXuNz6BVlL3rT5dwdFWm,https://p.scdn.co/mp3-preview/c62264267944d7258e54061d740fd2a66defef71?cid=null,  120.98400000,  F,  Minor,  66%,  68%,  40%,  2%,  0%,  5%,  31%
21,Chanel,Frank Ocean,http://www.spotontrack.com/track/chanel/11917726,https://open.spotify.com/track/6Nle9hKrkL1wQpwNfEkxjh,6Nle9hKrkL1wQpwNfEkxjh,https://p.scdn.co/mp3-preview/1888bb2067ea1111ddb4a43d57d28473ec00383b?cid=null,  110.13400000,  C,  Minor,  78%,  50%,  48%,  87%,  0%,  24%,  11%
22,Luh Ya,Marsha Ambrosius,http://www.spotontrack.com/track/luh-ya/21913110,https://open.spotify.com/track/7fR5bApzyUW5swONO3T2cH,7fR5bApzyUW5swONO3T2cH,https://p.scdn.co/mp3-preview/757c9d240943b43325a663b8e5a5896f0f0d3a92?cid=null,  180.10900000,  A,  Minor,  49%,  61%,  27%,  6%,  0%,  42%,  11%
23,Wasted,Dreezy,http://www.spotontrack.com/track/wasted/1675702,https://open.spotify.com/track/4zfOmUbRGRM8RPQuj2DuyF,4zfOmUbRGRM8RPQuj2DuyF,,  166.13600000,  C#,  Major,  56%,  59%,  42%,  17%,  0%,  27%,  11%
24,Loved By You,Mali Music,http://www.spotontrack.com/track/loved-by-you/23764272,https://open.spotify.com/track/00kkWwGsR9HblTUHb3BmdX,00kkWwGsR9HblTUHb3BmdX,https://p.scdn.co/mp3-preview/36e4ed64ccd7033accae72682f82c689e1e826a7?cid=null,  68.89400000,  D#,  Minor,  31%,  48%,  31%,  37%,  0%,  13%,  21%
25,Lonely,August Alsina,http://www.spotontrack.com/track/lonely/7505304,https://open.spotify.com/track/0Gh5fbHHVk8uWtbgiFtNaH,0Gh5fbHHVk8uWtbgiFtNaH,,  153.88700000,  C#,  Minor,  68%,  66%,  17%,  1%,  0%,  8%,  13%
26,Used To,LeToya Luckett,http://www.spotontrack.com/track/used-to/22818213,https://open.spotify.com/track/2y0KjYzfc4FjsrWSuVsBUk,2y0KjYzfc4FjsrWSuVsBUk,https://p.scdn.co/mp3-preview/48ddffc3dc904712d248baed07c70de58af55eab?cid=null,  102.02000000,  G#,  Major,  73%,  70%,  33%,  0%,  0%,  4%,  9%
27,Blem,Drake,http://www.spotontrack.com/track/blem/12793027,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt,2XlHu0HcujBCkWMdIAvrqt,,  98.01700000,  G,  Minor,  72%,  55%,  39%,  5%,  0%,  5%,  10%
28,I Think Of You,Jeremih,http://www.spotontrack.com/track/i-think-of-you/7495430,https://open.spotify.com/track/6yN4pRJWvbcoGyVhSU9Y48,6yN4pRJWvbcoGyVhSU9Y48,,  99.91400000,  D,  Major,  73%,  51%,  36%,  1%,  0%,  7%,  12%
29,U + Me (Love Lesson),Mary J. Blige,http://www.spotontrack.com/track/u-me-love-lesson/9150606,https://open.spotify.com/track/3pgRZtVWo9k7ryOqmTeHuU,3pgRZtVWo9k7ryOqmTeHuU,,  72.51400000,  C#,  Major,  65%,  50%,  21%,  1%,  0%,  7%,  15%
30,Rollin,Calvin Harris,http://www.spotontrack.com/track/rollin/22772700,https://open.spotify.com/track/3FDrI0FLKzrYQiWxPhqV2W,3FDrI0FLKzrYQiWxPhqV2W,https://p.scdn.co/mp3-preview/42c9d2902b9cc29e41983d86dddfc3d03c0e3664?cid=null,  92.00200000,  F#,  Minor,  75%,  76%,  67%,  45%,  0%,  8%,  22%
31,Love Me Now,John Legend,http://www.spotontrack.com/track/love-me-now/6476493,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,6nxQdXa1uAL0rY72wPZu89,https://p.scdn.co/mp3-preview/9b28a55d87ad877d40676346f29b27d273d86d85?cid=null,  123.88900000,  G#,  Major,  49%,  76%,  72%,  59%,  0%,  9%,  8%
32,Distance,Omarion,http://www.spotontrack.com/track/distance/8633492,https://open.spotify.com/track/69f1steoIMhN1skPkBR6rB,69f1steoIMhN1skPkBR6rB,https://p.scdn.co/mp3-preview/7fef0f8149a6245694b6ea6789869bd427f7f97f?cid=null,  103.87800000,  G,  Major,  77%,  81%,  75%,  18%,  0%,  22%,  8%
33,Missin U,Usher,http://www.spotontrack.com/track/missin-u/2132058,https://open.spotify.com/track/5D7kWiXrBfhSMfiaoejqPc,5D7kWiXrBfhSMfiaoejqPc,https://p.scdn.co/mp3-preview/d6b673cd27aa2cca3f34cd1087fa19d5e118d94e?cid=null,  116.97400000,  C#,  Minor,  74%,  59%,  26%,  11%,  0%,  6%,  17%
34,Breakfast In Bed,Ella Mai,http://www.spotontrack.com/track/breakfast-in-bed/9935902,https://open.spotify.com/track/2j0FtLNpLPaSX9rKuIdBFH,2j0FtLNpLPaSX9rKuIdBFH,,  97.99400000,  F,  Minor,  72%,  53%,  17%,  0%,  0%,  25%,  13%
35,I Don't,Mariah Carey,http://www.spotontrack.com/track/i-don-t/7500914,https://open.spotify.com/track/2Yia0Gh4n61fPAjrNE5i2t,2Yia0Gh4n61fPAjrNE5i2t,https://p.scdn.co/mp3-preview/3487b2673dd189ee3ebeb3d5cec79e6de8ce7a78?cid=null,  203.55100000,  F,  Minor,  42%,  62%,  33%,  13%,  0%,  25%,  6%
36,Ballin,Bibi Bourelly,http://www.spotontrack.com/track/ballin/2186128,https://open.spotify.com/track/0YclWqGe9XpQBx3gwAyyJJ,0YclWqGe9XpQBx3gwAyyJJ,,  78.08200000,  C#,  Major,  75%,  58%,  56%,  13%,  0%,  28%,  11%
37,Long Song Away,Kevin Ross,http://www.spotontrack.com/track/long-song-away/6647601,https://open.spotify.com/track/7j7sgbpZrEUyXIjAegqOed,7j7sgbpZrEUyXIjAegqOed,,  89.96500000,  G,  Major,  66%,  68%,  41%,  59%,  0%,  21%,  11%
38,Blind Man,Xavier Omär,http://www.spotontrack.com/track/blind-man/2831523,https://open.spotify.com/track/7kty80M5em0GzhtraLTwEJ,7kty80M5em0GzhtraLTwEJ,https://p.scdn.co/mp3-preview/97996d7036195fef6dc61f214babfe5a135fb751?cid=null,  111.03100000,  F#,  Major,  89%,  52%,  35%,  45%,  0%,  6%,  8%
39,Playboy,Trey Songz,http://www.spotontrack.com/track/playboy/13356796,https://open.spotify.com/track/5mff6Pbc4xGzsJojktF0Ua,5mff6Pbc4xGzsJojktF0Ua,https://p.scdn.co/mp3-preview/2a522be234bb88cdec82e9c8b2cb1fcd1c1d7616?cid=null,  170.73200000,  C,  Major,  38%,  44%,  19%,  37%,  0%,  27%,  11%
40,Come Through and Chill,Salaam Remi,http://www.spotontrack.com/track/come-through-and-chill/6481010,https://open.spotify.com/track/0PrMdfjz1heOHdQsLWtxGH,0PrMdfjz1heOHdQsLWtxGH,https://p.scdn.co/mp3-preview/8e3f9621c49709297d7e0fe12e9f3ddba7eeb11f?cid=null,  85.69900000,  C#,  Major,  45%,  59%,  51%,  13%,  0%,  9%,  12%
41,Before I Do,Sevyn Streeter,http://www.spotontrack.com/track/before-i-do/6484708,https://open.spotify.com/track/5d4l67BejhQZ9uQtTCfYfL,5d4l67BejhQZ9uQtTCfYfL,https://p.scdn.co/mp3-preview/11bdf48fc5fc352557190f29cf546da771435eba?cid=null,  79.03500000,  F#,  Major,  66%,  53%,  63%,  20%,  0%,  7%,  11%
42,Penthouse Floor,John Legend,http://www.spotontrack.com/track/penthouse-floor/6476490,https://open.spotify.com/track/67Nf4Nsr2Nm5CFfJgqwDb0,67Nf4Nsr2Nm5CFfJgqwDb0,https://p.scdn.co/mp3-preview/eb9cfd71f99be2671c1b8d3960ef066860682e2f?cid=null,  89.83500000,  A#,  Minor,  67%,  74%,  76%,  45%,  0%,  37%,  10%
43,Best Love,Yuna,http://www.spotontrack.com/track/best-love/272750,https://open.spotify.com/track/42ZTvtzDTTwq5J74RaZKUJ,42ZTvtzDTTwq5J74RaZKUJ,,  175.99700000,  F,  Minor,  63%,  60%,  79%,  7%,  4%,  5%,  14%
44,Keep You in Mind - Remix,Guordan Banks,http://www.spotontrack.com/track/keep-you-in-mind-remix/4602213,https://open.spotify.com/track/5uKryGXlPNcs1hqq7nCbVe,5uKryGXlPNcs1hqq7nCbVe,https://p.scdn.co/mp3-preview/0322ec1e512efa56f3a34bad41eb3c51110422a1?cid=null,  168.19700000,  C#,  Major,  53%,  66%,  39%,  41%,  0%,  7%,  11%
45,Burn Slow,Ro James,http://www.spotontrack.com/track/burn-slow/355689,https://open.spotify.com/track/2SLN0j6wlPLOa0j59rknYx,2SLN0j6wlPLOa0j59rknYx,https://p.scdn.co/mp3-preview/4c172336aa455fe5efbfc2310048f7464288e510?cid=null,  120.42200000,  F,  Minor,  53%,  63%,  53%,  30%,  0%,  5%,  13%
46,"Wishing (feat. Chris Brown, Skeme & Lyquin)",DJ Drama,http://www.spotontrack.com/track/wishing-feat-chris-brown-skeme-lyquin/281062,https://open.spotify.com/track/3CBjt0dsLlaz9h2OodDYAW,3CBjt0dsLlaz9h2OodDYAW,https://p.scdn.co/mp3-preview/81596d0817488cf6d8a9a6ca41365f0f98f305db?cid=null,  109.87900000,  D#,  Minor,  48%,  65%,  56%,  9%,  0%,  34%,  12%
47,Lemon Lean,The-Dream,http://www.spotontrack.com/track/lemon-lean/6547992,https://open.spotify.com/track/59gNuZaG2UzPOzfCd0WKxN,59gNuZaG2UzPOzfCd0WKxN,,  108.00600000,  G,  Major,  76%,  53%,  27%,  14%,  0%,  15%,  26%
48,Controlla,Drake,http://www.spotontrack.com/track/controlla/266142,https://open.spotify.com/track/4CpKEkdGbOJV51cSvx7SoG,4CpKEkdGbOJV51cSvx7SoG,,  93.44000000,  A#,  Minor,  75%,  48%,  34%,  10%,  0%,  28%,  11%
49,Push It On Me,Kevin Hart,http://www.spotontrack.com/track/push-it-on-me/3507424,https://open.spotify.com/track/0wasgXy8PI6t4EfA49YnXE,0wasgXy8PI6t4EfA49YnXE,,  132.05500000,  C#,  Major,  59%,  66%,  65%,  30%,  0%,  36%,  44%
50,Tru,Lloyd,http://www.spotontrack.com/track/tru/452371,https://open.spotify.com/track/1DFPibRb9RU3yfM3wOLdDT,1DFPibRb9RU3yfM3wOLdDT,https://p.scdn.co/mp3-preview/ced7bbe2a56992b2992561fb9f47964252c85bb0?cid=null,  73.08000000,  A,  Major,  54%,  55%,  15%,  20%,  0%,  7%,  10%
51,Zaddy,Ty Dolla $ign,http://www.spotontrack.com/track/zaddy/2038500,https://open.spotify.com/track/72AauEEl4WpIav526ZYvlF,72AauEEl4WpIav526ZYvlF,https://p.scdn.co/mp3-preview/cc27504be8e141ac0efb602a264e7591938a8a11?cid=null,  126.99400000,  G#,  Minor,  82%,  55%,  71%,  19%,  0%,  37%,  70%
52,Sidewalks,The Weeknd,http://www.spotontrack.com/track/sidewalks/6238385,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,4h90qkbnW1Qq6pBhoPvwko,,  150.09800000,  C#,  Minor,  54%,  73%,  57%,  14%,  0%,  8%,  33%
53,Pink + White,Frank Ocean,http://www.spotontrack.com/track/pink-white/2109806,https://open.spotify.com/track/3gATNBVu8d7oWs9WijPDjD,3gATNBVu8d7oWs9WijPDjD,,  159.99600000,  A,  Major,  54%,  55%,  54%,  67%,  0%,  11%,  42%
54,Frustrated,R.LUM.R,http://www.spotontrack.com/track/frustrated/452595,https://open.spotify.com/track/1w8nksNi74s1PlypOWbJnt,1w8nksNi74s1PlypOWbJnt,,  122.07600000,  D,  Major,  40%,  57%,  23%,  33%,  0%,  6%,  8%
55,I Feel It Coming,The Weeknd,http://www.spotontrack.com/track/i-feel-it-coming/5603982,https://open.spotify.com/track/0VeYT2aD9t65JgofFZGpKl,0VeYT2aD9t65JgofFZGpKl,,  92.97900000,  C,  Minor,  77%,  81%,  56%,  41%,  0%,  15%,  8%
