Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
1,Dig Down,Muse,http://www.spotontrack.com/track/dig-down/23299402,https://open.spotify.com/track/7JhTr0G0gr3ESY3B9uqPi4,7JhTr0G0gr3ESY3B9uqPi4,https://p.scdn.co/mp3-preview/ad3bde2594ba70f6193165de81efc06b9eb4a510?cid=null,  127.05600000,  C,  Major,  42%,  35%,  22%,  6%,  0%,  6%,  13%
2,Believer,Imagine Dragons,http://www.spotontrack.com/track/believer/7482629,https://open.spotify.com/track/05KfyCEE6otdlT1pp2VIjP,05KfyCEE6otdlT1pp2VIjP,,  124.97800000,  A#,  Minor,  77%,  78%,  74%,  4%,  0%,  11%,  23%
3,Born For Greatness,Papa Roach,http://www.spotontrack.com/track/born-for-greatness/14857846,https://open.spotify.com/track/2VDdoBA24QICNHn5JkJwyE,2VDdoBA24QICNHn5JkJwyE,https://p.scdn.co/mp3-preview/288d7d8778f8eeef8db7b691c179ff67128d6f07?cid=null,  134.09300000,  A,  Minor,  52%,  85%,  28%,  6%,  0%,  7%,  6%
4,"Hook, Line & Sinker",Royal Blood,http://www.spotontrack.com/track/hook-line-sinker/23241534,https://open.spotify.com/track/5I69y4P1gq3WA2B5AHVicr,5I69y4P1gq3WA2B5AHVicr,https://p.scdn.co/mp3-preview/8ae18ba045c95bf3a3a15bb8b2aee8a629ff3003?cid=null,  88.03400000,  G,  Major,  51%,  90%,  49%,  0%,  0%,  4%,  25%
5,Feel It Still,Portugal. The Man,http://www.spotontrack.com/track/feel-it-still/10406517,https://open.spotify.com/track/7FESgYLcOufHqKlwrvJN60,7FESgYLcOufHqKlwrvJN60,https://p.scdn.co/mp3-preview/5b50706cd5bbadf1c77cba0d7a5b883c84d2c808?cid=null,  78.96900000,  C#,  Minor,  78%,  80%,  78%,  4%,  0%,  6%,  7%
6,Little One,Highly Suspect,http://www.spotontrack.com/track/little-one/5604292,https://open.spotify.com/track/5y1jgbDNgTfxoWXv3FhH2Q,5y1jgbDNgTfxoWXv3FhH2Q,https://p.scdn.co/mp3-preview/f09c2f7dd643f55692a05ae01392326f879334dd?cid=null,  139.82700000,  G,  Major,  47%,  35%,  11%,  1%,  0%,  3%,  11%
7,Hellfire,Barns Courtney,http://www.spotontrack.com/track/hellfire/7505355,https://open.spotify.com/track/57ala3dITsOzu59EfKMTlA,57ala3dITsOzu59EfKMTlA,,  93.94300000,  E,  Minor,  53%,  86%,  65%,  21%,  0%,  5%,  27%
8,Suit And Jacket,Judah & the Lion,http://www.spotontrack.com/track/suit-and-jacket/11580467,https://open.spotify.com/track/2ZYBwkmtYhgUj1A7teYAZ7,2ZYBwkmtYhgUj1A7teYAZ7,,  164.23300000,  A#,  Major,  45%,  60%,  12%,  25%,  0%,  5%,  10%
9,Sweet Disaster,DREAMERS,http://www.spotontrack.com/track/sweet-disaster/2038631,https://open.spotify.com/track/7bEDDsy2LFC0KSqhZp5nPE,7bEDDsy2LFC0KSqhZp5nPE,,  87.02800000,  C,  Major,  52%,  79%,  43%,  1%,  0%,  3%,  8%
10,Rebel Heart,The Shelters,http://www.spotontrack.com/track/rebel-heart/1096173,https://open.spotify.com/track/3Pc4BTWoH6x0PmeGfQzn5a,3Pc4BTWoH6x0PmeGfQzn5a,https://p.scdn.co/mp3-preview/0d24934aa7319c2374af6ee543ca9f31eba237d6?cid=null,  169.12300000,  C,  Major,  39%,  88%,  51%,  0%,  0%,  4%,  35%
11,Song #3,Stone Sour,http://www.spotontrack.com/track/song-3/20605202,https://open.spotify.com/track/5pOw4EIHqmSY7SbZETFGAc,5pOw4EIHqmSY7SbZETFGAc,https://p.scdn.co/mp3-preview/a650d48046d42cdca8dca2fd2a527d12c6c27c04?cid=null,  157.04400000,  C#,  Major,  48%,  94%,  45%,  0%,  0%,  8%,  13%
12,Battle Symphony,Linkin Park,http://www.spotontrack.com/track/battle-symphony/12616062,https://open.spotify.com/track/6kYoHUeIpYColDw4HQKjvP,6kYoHUeIpYColDw4HQKjvP,https://p.scdn.co/mp3-preview/0d5e44827994c1530c93331aacbd774def9f0511?cid=null,  149.03400000,  A#,  Major,  65%,  84%,  67%,  4%,  0%,  7%,  7%
13,Monster,Starset,http://www.spotontrack.com/track/monster/4318223,https://open.spotify.com/track/6vBVkRVnVuguXXES422YbS,6vBVkRVnVuguXXES422YbS,,None,None,None,None,None,None,None,None,None,None
14,The Violence,Rise Against,http://www.spotontrack.com/track/the-violence/19017812,https://open.spotify.com/track/62ovcuwlrPHfLxueBGokp1,62ovcuwlrPHfLxueBGokp1,,  184.05200000,  A#,  Minor,  29%,  93%,  61%,  0%,  0%,  6%,  8%
