1,Sir Duke,Firebeatz,http://www.spotontrack.com/track/sir-duke/915926,https://open.spotify.com/track/1VsQdMNLHs9gVjvlpgfxL4,1VsQdMNLHs9gVjvlpgfxL4,https://p.scdn.co/mp3-preview/e38e4d6e0542248267b598af17b635357e5c0c1f?cid=null,BPM:  125.01400000,Danceability:  56%, F, Minor,Energy:  96%,Valence:  28%,Acousticness:  8%,Instrumentalness:  0%,Speechiness:  4%,Liveness:  15%
2,Do It Right,Martin Solveig,http://www.spotontrack.com/track/do-it-right/275952,https://open.spotify.com/track/767AsV1cQwmOU4PJG96MzO,767AsV1cQwmOU4PJG96MzO,,BPM:  125.06500000,Danceability:  81%, F, Minor,Energy:  78%,Valence:  58%,Acousticness:  7%,Instrumentalness:  4%,Speechiness:  8%,Liveness:  8%
3,Belong,Axwell,http://www.spotontrack.com/track/belong/1777669,https://open.spotify.com/track/1la2o7WHv6erRe18gs5sMN,1la2o7WHv6erRe18gs5sMN,https://p.scdn.co/mp3-preview/5cf79ee9578f1a1fc3420540ed267be93d5dbf81?cid=null,BPM:  127.95100000,Danceability:  58%, F#, Major,Energy:  88%,Valence:  26%,Acousticness:  34%,Instrumentalness:  90%,Speechiness:  4%,Liveness:  14%
4,Front To Back - Bassnectar Remix,Buku,http://www.spotontrack.com/track/front-to-back-bassnectar-remix/10525306,https://open.spotify.com/track/2UanltvlExkzzFsUJQdMkJ,2UanltvlExkzzFsUJQdMkJ,https://p.scdn.co/mp3-preview/bba3803cdf8e306591178df0c9fc4d5aa8b8a9c3?cid=null,BPM:  175.95200000,Danceability:  47%, C#, Minor,Energy:  98%,Valence:  43%,Acousticness:  4%,Instrumentalness:  5%,Speechiness:  5%,Liveness:  12%
5,Hear Your Love - Original Mix,Iker Azcué,http://www.spotontrack.com/track/hear-your-love-original-mix/9572312,https://open.spotify.com/track/2k1lEk7GGvu27aLLQkORWc,2k1lEk7GGvu27aLLQkORWc,https://p.scdn.co/mp3-preview/8861681b7c7d56660a3e76bb0dbf2b4a547dcd4e?cid=null,BPM:  121.99200000,Danceability:  81%, F#, Minor,Energy:  66%,Valence:  53%,Acousticness:  7%,Instrumentalness:  86%,Speechiness:  3%,Liveness:  11%
6,Now and Later - James Hype Remix,Sage The Gemini,http://www.spotontrack.com/track/now-and-later-james-hype-remix/11565696,https://open.spotify.com/track/2zc5DkrYbNr9qbl1MFn4vr,2zc5DkrYbNr9qbl1MFn4vr,https://p.scdn.co/mp3-preview/15227db467d8c84111efab1c13ccb4713749aed7?cid=null,BPM:  123.99800000,Danceability:  80%, B, Minor,Energy:  72%,Valence:  45%,Acousticness:  40%,Instrumentalness:  0%,Speechiness:  9%,Liveness:  37%
7,No. 1 Disco,Bingo Players,http://www.spotontrack.com/track/no-1-disco/17625947,https://open.spotify.com/track/7d8tq5IZyngwkXieE2Sl3Z,7d8tq5IZyngwkXieE2Sl3Z,https://p.scdn.co/mp3-preview/4edff2b4ba30cf7fec63673332218113f9dfd97b?cid=null,BPM:  126.99100000,Danceability:  79%, B, Major,Energy:  83%,Valence:  6%,Acousticness:  0%,Instrumentalness:  50%,Speechiness:  4%,Liveness:  13%
8,Bassline Riddim,Various Artists,http://www.spotontrack.com/track/bassline-riddim/15512804,https://open.spotify.com/track/2dtoja3cDcgKU39fXmRl2s,2dtoja3cDcgKU39fXmRl2s,https://p.scdn.co/mp3-preview/585a2bb3f1fa3edb52c5dcde75292df8cfbe48a7?cid=null,BPM:  126.01600000,Danceability:  87%, F, Major,Energy:  89%,Valence:  64%,Acousticness:  47%,Instrumentalness:  85%,Speechiness:  4%,Liveness:  9%
9,House Work,Jax Jones,http://www.spotontrack.com/track/house-work/1120088,https://open.spotify.com/track/6VcVJ7YddkP6elt9Ym8c50,6VcVJ7YddkP6elt9Ym8c50,,BPM:  123.96000000,Danceability:  77%, C, Minor,Energy:  94%,Valence:  69%,Acousticness:  22%,Instrumentalness:  10%,Speechiness:  6%,Liveness:  5%
10,ILYSM,Steve Aoki,http://www.spotontrack.com/track/ilysm/1127733,https://open.spotify.com/track/69vD3bK7ud5QCeqlAxDH6A,69vD3bK7ud5QCeqlAxDH6A,https://p.scdn.co/mp3-preview/b97b4c6d663b8368e57e102ab0f79803cfa16f89?cid=null,BPM:  125.99800000,Danceability:  65%, C#, Major,Energy:  88%,Valence:  35%,Acousticness:  5%,Instrumentalness:  15%,Speechiness:  3%,Liveness:  14%
11,Be Right There,Diplo,http://www.spotontrack.com/track/be-right-there/121394,https://open.spotify.com/track/1Wuwsq0BK4Abd7gRitOhXl,1Wuwsq0BK4Abd7gRitOhXl,https://p.scdn.co/mp3-preview/9525f1addb37a6f3caecd03774248ab85eebac86?cid=null,BPM:  124.97200000,Danceability:  70%, G, Major,Energy:  80%,Valence:  28%,Acousticness:  0%,Instrumentalness:  11%,Speechiness:  5%,Liveness:  66%
