1,The Sign,Ace of Base,http://www.spotontrack.com/track/the-sign/528502,https://open.spotify.com/track/3DYVWvPh3kGwPasp7yjahc,3DYVWvPh3kGwPasp7yjahc,https://p.scdn.co/mp3-preview/5ca0168d6b58e0f993b2b741af90ecc7c9b16893?cid=null,0.802,0.828,4,-6.366,0,0.0426,0.0127,0.0683,0.0293,0.943,97.01,189787,4
2,Still Not a Player,Big Pun,http://www.spotontrack.com/track/still-not-a-player/957291,https://open.spotify.com/track/2ntj6zoYOXfdQDzxo2kHrD,2ntj6zoYOXfdQDzxo2kHrD,https://p.scdn.co/mp3-preview/6c89d99b465483c7b403067869855dfd14f51ffa?cid=null,0.902,0.653,4,-5.425,0,0.284,0.19,0.000983,0.0895,0.87,94.069,236120,4
3,Lovefool - Radio Edit,The Cardigans,http://www.spotontrack.com/track/lovefool-radio-edit/844721,https://open.spotify.com/track/1eRqy8jW4ZLMJR6dl3xsgI,1eRqy8jW4ZLMJR6dl3xsgI,,0.644,0.599,9,-7.936,1,0.029,0.0443,0,0.286,0.949,111.829,193893,4
4,Thank You,Dido,http://www.spotontrack.com/track/thank-you/708862,https://open.spotify.com/track/751gBcu62kORDelX7FV0mM,751gBcu62kORDelX7FV0mM,https://p.scdn.co/mp3-preview/f8472f573d8b9ff945ec43fea28d3e3769fa3237?cid=null,0.722,0.595,1,-9.928,0,0.0415,0.284,0.000538,0.0694,0.741,79.98,217827,4
5,Save Tonight,Eagle-Eye Cherry,http://www.spotontrack.com/track/save-tonight/37074,https://open.spotify.com/track/2hdhm6piUJnmKXmEmskXCg,2hdhm6piUJnmKXmEmskXCg,,0.545,0.699,0,-8.76,1,0.0338,9.44e-05,5.79e-05,0.12,0.587,119.589,242733,4
6,The Way,Fastball,http://www.spotontrack.com/track/the-way/38188,https://open.spotify.com/track/7IsEXPk6qqt30FfQv4SZMa,7IsEXPk6qqt30FfQv4SZMa,,0.653,0.874,6,-5.66,0,0.0341,0.154,1.36e-05,0.307,0.913,120.84,257093,4
7,Hey Jealousy,Gin Blossoms,http://www.spotontrack.com/track/hey-jealousy/1504825,https://open.spotify.com/track/52Py0IQ1puyFUQuBJ46Ze2,52Py0IQ1puyFUQuBJ46Ze2,,0.392,0.924,6,-4.108,0,0.0838,0.0002,0,0.343,0.488,153.055,235840,4
8,The Reason,Hoobastank,http://www.spotontrack.com/track/the-reason/23736599,https://open.spotify.com/track/1lHtE5JDCas1EwXhQIMOIj,1lHtE5JDCas1EwXhQIMOIj,,0.447,0.668,4,-4.683,1,0.0294,0.0127,0,0.152,0.0732,82.904,232800,4
9,Drive,Incubus,http://www.spotontrack.com/track/drive/32293,https://open.spotify.com/track/7nnWIPM5hwE3DaUBkvOIpy,7nnWIPM5hwE3DaUBkvOIpy,https://p.scdn.co/mp3-preview/529519c74312d9a940114264e608f8cbf779628a?cid=null,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.655,90.565,232453,4
10,One Of Us - Short Version,Joan Osborne,http://www.spotontrack.com/track/one-of-us-short-version/964331,https://open.spotify.com/track/39aRmixB9qNtCU2t8BmsC1,39aRmixB9qNtCU2t8BmsC1,,0.46,0.587,9,-7.584,1,0.0246,0.0132,6.33e-06,0.336,0.325,87.603,302787,4
11,All My Life,K-Ci & JoJo,http://www.spotontrack.com/track/all-my-life/1173852,https://open.spotify.com/track/2LuubKHueqlJbx0ylKGFmy,2LuubKHueqlJbx0ylKGFmy,,0.628,0.496,1,-9.308,1,0.0318,0.144,1.05e-06,0.0642,0.182,128.019,332000,4
12,Stay,Lisa Loeb,http://www.spotontrack.com/track/stay/528563,https://open.spotify.com/track/0jlgrHvssAloyAidZ1aJzs,0jlgrHvssAloyAidZ1aJzs,,0.67,0.607,1,-6.827,1,0.0496,0.475,0,0.126,0.367,80.396,184333,4
13,3AM,Matchbox Twenty,http://www.spotontrack.com/track/3am/259570,https://open.spotify.com/track/5vYA1mW9g2Coh1HUFUSmlb,5vYA1mW9g2Coh1HUFUSmlb,https://p.scdn.co/mp3-preview/cb68c9ae8925bb3fc45544e5f21de17df18b957d?cid=null,0.521,0.673,8,-8.685,1,0.0284,0.00573,0,0.12,0.53,108.031,225947,4
14,Don't Speak,No Doubt,http://www.spotontrack.com/track/don-t-speak/95693,https://open.spotify.com/track/6JGQ98So2ik5GVI9ydQ2Yh,6JGQ98So2ik5GVI9ydQ2Yh,,0.499,0.761,5,-5.436,0,0.0367,0.274,9.38e-06,0.137,0.576,76.118,262747,4
15,How Bizarre,OMC,http://www.spotontrack.com/track/how-bizarre/163688,https://open.spotify.com/track/0wJyFu6JHwUoKQN5X3uzVe,0wJyFu6JHwUoKQN5X3uzVe,,0.785,0.686,0,-7.748,1,0.0497,0.323,1.83e-06,0.566,0.838,124.918,224165,4
16,I Write Sins Not Tragedies,Panic! At The Disco,http://www.spotontrack.com/track/i-write-sins-not-tragedies/23736,https://open.spotify.com/track/4bPQs0PHn4xbipzdPfn6du,4bPQs0PHn4xbipzdPfn6du,https://p.scdn.co/mp3-preview/930966829960ca443d5fc2dae62c9cd5b9d6a395?cid=null,0.567,0.795,9,-4.985,0,0.134,0.0938,0,0.114,0.596,170.06,187613,4
17,The Show Must Go On,Queen,http://www.spotontrack.com/track/the-show-must-go-on/3089136,https://open.spotify.com/track/3m86qx7aIeqFcYcQ1UXUvP,3m86qx7aIeqFcYcQ1UXUvP,,0.302,0.497,11,-11.308,0,0.0363,0.517,2.97e-06,0.136,0.117,83.393,272107,4
18,Karma Police,Radiohead,http://www.spotontrack.com/track/karma-police/241389,https://open.spotify.com/track/3SVAN3BRByDmHOhKyIDxfC,3SVAN3BRByDmHOhKyIDxfC,https://p.scdn.co/mp3-preview/5a09f5390e2862af1687f3671db3d6f84a813a45?cid=null,0.36,0.505,7,-9.129,1,0.026,0.0626,9.22e-05,0.172,0.311,74.807,264067,4
19,Little Black Backpack,Stroke 9,http://www.spotontrack.com/track/little-black-backpack/5428228,https://open.spotify.com/track/36n3OdHmEJqvWl5Ut2pDtF,36n3OdHmEJqvWl5Ut2pDtF,,0.306,0.758,7,-5.371,1,0.0449,0.00119,0,0.269,0.334,120.149,223000,3
20,If You Could Only See,Tonic,http://www.spotontrack.com/track/if-you-could-only-see/668065,https://open.spotify.com/track/7H5OQN4iv3cKE3ZNP5Mbct,7H5OQN4iv3cKE3ZNP5Mbct,,0.417,0.946,10,-4.056,0,0.0507,0.00131,0,0.154,0.501,95.245,263280,4
21,With Or Without You,U2,http://www.spotontrack.com/track/with-or-without-you/17542551,https://open.spotify.com/track/300dazxD8igsG2HwpERK61,300dazxD8igsG2HwpERK61,,0.542,0.425,2,-11.838,1,0.0295,0.000228,0.416,0.148,0.107,110.184,295520,4
22,Everything You Want,Vertical Horizon,http://www.spotontrack.com/track/everything-you-want/26397,https://open.spotify.com/track/4cKGldbhGJniI8BrB3K6tb,4cKGldbhGJniI8BrB3K6tb,https://p.scdn.co/mp3-preview/1fdf25d61b20eefe08ad2ed6d1c9cdab497ad36f?cid=null,0.637,0.759,3,-6.389,0,0.0305,0.0504,0,0.0642,0.722,93.898,257067,4
23,Say It Ain't So,Weezer,http://www.spotontrack.com/track/say-it-ain-t-so/345143,https://open.spotify.com/track/7vhhU4SsMDV8uSQlCxf1Lk,7vhhU4SsMDV8uSQlCxf1Lk,,0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-05,0.07,0.44,151.779,258827,4
24,Come Let Go,Xavier Rudd,http://www.spotontrack.com/track/come-let-go/6815887,https://open.spotify.com/track/2P55WGr4ykdZWXdmY9UlJC,2P55WGr4ykdZWXdmY9UlJC,https://p.scdn.co/mp3-preview/c717bea98c94595dfdee1fa36f1dbb4a2f76ae6d?cid=null,0.543,0.542,7,-8.649,1,0.0478,0.113,0.0512,0.39,0.262,140.092,412227,4
25,Ocean Avenue,Yellowcard,http://www.spotontrack.com/track/ocean-avenue/67612,https://open.spotify.com/track/23oxJmDc1V9uLUSmN2LIvx,23oxJmDc1V9uLUSmN2LIvx,,0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.763,173.734,198267,4
26,In The Waiting Line,Zero 7,http://www.spotontrack.com/track/in-the-waiting-line/1094808,https://open.spotify.com/track/5jaq9QBRDOUP66t3K0DlA6,5jaq9QBRDOUP66t3K0DlA6,https://p.scdn.co/mp3-preview/84aad2b00ee525f523011282ee2523aee9dce61e?cid=null,0.561,0.33,5,-13.51,1,0.0268,0.76,0.134,0.106,0.397,79.01,271520,4
27,New Soul,Yael Naim,http://www.spotontrack.com/track/new-soul/23065699,https://open.spotify.com/track/476JcJ3TpAuCOlGdCmomGm,476JcJ3TpAuCOlGdCmomGm,https://p.scdn.co/mp3-preview/04957f904f625602ecca4cd71786fa74ead92263?cid=null,0.769,0.371,0,-8.522,1,0.0326,0.733,3.73e-05,0.106,0.635,100.001,225107,4
28,Just Kickin' It,Xscape,http://www.spotontrack.com/track/just-kickin-it/349750,https://open.spotify.com/track/2CG9mGkKC6IQE5lEjDioEi,2CG9mGkKC6IQE5lEjDioEi,https://p.scdn.co/mp3-preview/58dc9e3509717073addd8e084d4ba814aa8c688c?cid=null,0.692,0.353,1,-12.872,0,0.0613,0.0571,2.26e-05,0.579,0.719,80.902,204057,4
29,One Headlight,The Wallflowers,http://www.spotontrack.com/track/one-headlight/47616,https://open.spotify.com/track/0z1b34WikhOH9ZxU8QDWcv,0z1b34WikhOH9ZxU8QDWcv,,0.701,0.564,2,-9.039,1,0.0294,0.00106,0.00277,0.0657,0.72,107.533,312587,4
30,The Freshmen,The Verve Pipe,http://www.spotontrack.com/track/the-freshmen/457972,https://open.spotify.com/track/21jEuMn2lf37715rwjow2M,21jEuMn2lf37715rwjow2M,https://p.scdn.co/mp3-preview/c9969c47c9b699446d96d3c6b0d6b3be7a2cb542?cid=null,0.571,0.505,1,-9.312,0,0.0238,0.0757,1.04e-05,0.109,0.277,99.562,269467,4
31,You Make Me Wanna...,Usher,http://www.spotontrack.com/track/you-make-me-wanna/130548,https://open.spotify.com/track/47TqCCnEliDp8NRDyIQoQq,47TqCCnEliDp8NRDyIQoQq,https://p.scdn.co/mp3-preview/eb361e93c1d270881719c6911214a03b4be80371?cid=null,0.761,0.639,5,-7.577,0,0.0539,0.0359,0,0.0945,0.933,164.088,219120,4
32,Fast Car,Tracy Chapman,http://www.spotontrack.com/track/fast-car/2292,https://open.spotify.com/track/2M9ro2krNb7nr7HSprkEgo,2M9ro2krNb7nr7HSprkEgo,https://p.scdn.co/mp3-preview/d7c7088e15ff83fd4352fa675f52e29986671b0c?cid=null,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.192,103.951,296800,4
33,Closing Time,Semisonic,http://www.spotontrack.com/track/closing-time/1142668,https://open.spotify.com/track/087OBLtoeS3Q6j0k6tMNAI,087OBLtoeS3Q6j0k6tMNAI,,0.486,0.867,7,-5.483,1,0.0295,0.0237,1.66e-06,0.155,0.27,92.757,273533,4
34,Under The Bridge,Red Hot Chili Peppers,http://www.spotontrack.com/track/under-the-bridge/281916,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0,3d9DChrdc6BOeFsbrZ3Is0,https://p.scdn.co/mp3-preview/90e41778392f27b6f7dd82db4c90916b3727aa6a?cid=null,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.47,84.581,264307,4
35,Latifah's Had It Up 2 Here - Single Version,Queen Latifah,http://www.spotontrack.com/track/latifah-s-had-it-up-2-here-single-version/1099958,https://open.spotify.com/track/28iPuUyxJWXEF5kFAV4fPO,28iPuUyxJWXEF5kFAV4fPO,,0.819,0.882,7,-8.736,1,0.144,0.151,4.24e-06,0.336,0.796,100.854,266973,4
