1,Shape of You,Ed Sheeran,http://www.spotontrack.com/track/shape-of-you/10406447,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,https://p.scdn.co/mp3-preview/84462d8e1e4d0f9e5ccd06f0da390f65843774a2?cid=null,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.933,95.977,233713,4
2,La Tortura,Shakira,http://www.spotontrack.com/track/la-tortura/79285,https://open.spotify.com/track/5BSclXJTa9B0iURhUjZo50,5BSclXJTa9B0iURhUjZo50,https://p.scdn.co/mp3-preview/e62ae4649f0297290113b10afeaa1744c0e9b06e?cid=null,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.801,100.011,212893,4
3,7/11,Beyoncé,http://www.spotontrack.com/track/7-11/4774,https://open.spotify.com/track/02M6vucOvmRfMxTXDUwRXu,02M6vucOvmRfMxTXDUwRXu,https://p.scdn.co/mp3-preview/c17eaf47f9624029dadcd7672b7896c84923e28c?cid=null,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.571,136.024,213507,4
4,Work from Home,Fifth Harmony,http://www.spotontrack.com/track/work-from-home/279365,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,4tCtwWceOPWzenK2HAIJSb,https://p.scdn.co/mp3-preview/b2d6e6ea9163eb361f5406f75264de490243964a?cid=null,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.588,105.017,214480,4
5,Cheap Thrills,Sia,http://www.spotontrack.com/track/cheap-thrills/92,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,27SdWb2rFzO6GWiYDBTD9j,https://p.scdn.co/mp3-preview/88816b2040a092aa99d5b0e42945d79dc5027c1a?cid=null,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.73,89.976,211667,4
6,S&M,Rihanna,http://www.spotontrack.com/track/s-m/531872,https://open.spotify.com/track/2u02eLj96Atd6TBxkH9YvN,2u02eLj96Atd6TBxkH9YvN,,0.764,0.673,1,-4.946,1,0.0437,0.0156,6.56e-05,0.195,0.811,127.941,243533,4
7,Like A G6,Far East Movement,http://www.spotontrack.com/track/like-a-g6/125773,https://open.spotify.com/track/4DvhkX2ic4zWkQeWMwQ2qf,4DvhkX2ic4zWkQeWMwQ2qf,,0.352,0.843,7,-7.983,0,0.482,0.00738,0,0.0883,0.716,165.29,216893,5
8,Bang Bang,Jessie J,http://www.spotontrack.com/track/bang-bang/678446,https://open.spotify.com/track/7zrYKlgYQv1ELz7LGyjTd1,7zrYKlgYQv1ELz7LGyjTd1,,0.708,0.752,0,-4.401,0,0.0886,0.267,0,0.377,0.709,150.058,199373,4
9,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Various Artists,http://www.spotontrack.com/track/lady-marmalade-from-moulin-rouge-soundtrack/251496,https://open.spotify.com/track/7GbqE3MlkKosIaCvf50JRK,7GbqE3MlkKosIaCvf50JRK,,0.76,0.801,5,-3.769,1,0.0534,0.0144,1.49e-05,0.665,0.658,109.919,264893,4
10,I Love It (feat. Charli XCX) - Original Version,Icona Pop,http://www.spotontrack.com/track/i-love-it-feat-charli-xcx-original-version/304664,https://open.spotify.com/track/3VZQshi4COChhXaz7cLP02,3VZQshi4COChhXaz7cLP02,https://p.scdn.co/mp3-preview/53d0fca6eb2c0180aeed0d6db7703d3f3d2c1c77?cid=null,0.714,0.905,8,-2.663,1,0.0289,0.00855,2.55e-05,0.146,0.824,125.927,155337,4
11,SexyBack,Justin Timberlake,http://www.spotontrack.com/track/sexyback/36160,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,0O45fw2L5vsWpdsOdXwNAR,https://p.scdn.co/mp3-preview/e4ff7d627759f7c67e5814ddd821ba6b507136da?cid=null,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.965,117.0,242733,4
12,Worth It,Fifth Harmony,http://www.spotontrack.com/track/worth-it/1081,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO,41Fflg7qHiVOD6dEPvsCzO,https://p.scdn.co/mp3-preview/bca388b9a39c7688162a383483aadfd683d08051?cid=null,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.555,99.987,224573,4
13,Jai Ho! (You Are My Destiny),A.R. Rahman,http://www.spotontrack.com/track/jai-ho-you-are-my-destiny/647276,https://open.spotify.com/track/7Kpqjspw4Y7HrvItIRcBiW,7Kpqjspw4Y7HrvItIRcBiW,,0.653,0.942,8,-3.858,0,0.0609,0.0548,1.06e-06,0.0699,0.885,136.198,222400,4
14,Lean On (feat. MØ & DJ Snake),Major Lazer,http://www.spotontrack.com/track/lean-on-feat-moe-dj-snake/202681,https://open.spotify.com/track/4vS8VaBwJJV5Ry7UFIQuoo,4vS8VaBwJJV5Ry7UFIQuoo,,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.271,98.007,176561,4
15,Run the World (Girls),Beyoncé,http://www.spotontrack.com/track/run-the-world-girls/23617,https://open.spotify.com/track/1uXbwHHfgsXcUKfSZw5ZJ0,1uXbwHHfgsXcUKfSZw5ZJ0,https://p.scdn.co/mp3-preview/c5e90d8d93467fc4aeda29c2cbefaa494081232a?cid=null,0.733,0.899,0,-4.237,1,0.143,0.00496,4.72e-05,0.372,0.746,127.086,236093,4
16,Hips Don't Lie,Shakira,http://www.spotontrack.com/track/hips-don-t-lie/18228,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,3ZFTkvIE7kyPt6Nu3PEa7V,https://p.scdn.co/mp3-preview/3859547944f57cfb7b996f6551148c9467889d4b?cid=null,0.778,0.824,10,-5.892,0,0.0712,0.284,0,0.405,0.767,100.024,218093,4
17,Uptown Funk,Mark Ronson,http://www.spotontrack.com/track/uptown-funk/305023,https://open.spotify.com/track/4rmPQGwcLQjCoFq5NrTA0D,4rmPQGwcLQjCoFq5NrTA0D,https://p.scdn.co/mp3-preview/f16e6a893a8a7322d2613abfd82a48f6f74a853f?cid=null,0.853,0.681,0,-5.003,1,0.0888,0.00966,5.71e-05,0.0233,0.937,115.004,270627,4
18,Telephone,Lady Gaga,http://www.spotontrack.com/track/telephone/31768,https://open.spotify.com/track/00BuKLSAFkaEkaVAgIMbeA,00BuKLSAFkaEkaVAgIMbeA,,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,220627,4
19,Temperature,Sean Paul,http://www.spotontrack.com/track/temperature/131096,https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT,0k2GOhqsrxDTAbFFSdNJjT,https://p.scdn.co/mp3-preview/c1ee0ed6fce41fc3ab320cbacdbfcffd197af3a3?cid=null,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.813,125.04,218573,4
20,Black Widow,Iggy Azalea,http://www.spotontrack.com/track/black-widow/19009,https://open.spotify.com/track/7pNC5ZIKtwUK0ReSpM3P9f,7pNC5ZIKtwUK0ReSpM3P9f,,0.741,0.726,3,-3.77,0,0.143,0.181,0.000189,0.111,0.539,163.991,209423,4
21,Crazy In Love,Beyoncé,http://www.spotontrack.com/track/crazy-in-love/31300,https://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr,5IVuqXILoxVWvWEPm82Jxr,https://p.scdn.co/mp3-preview/ce8ace0ec425840416be78db07cf50dd331eed4f?cid=null,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.687,99.165,236133,4
